Model,First Choice LL,AIC,Coefficient Names,Estimated Coefficients,Standard Errors,Likelihood Ratio Test,Embedding_Model,Data_Type,Category_Code,AIC_min,Delta,ExpDelta,Akaike_Weight,cat_code4,category1,category2,category3,category4,num_transactions,num_products,mean_price,overall_numprod,overall_purch,batch
PC3,-930.9576270005763,1891.915254001153,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3'
 'sd.user_reviews_ST_text_pc3']","[ 1.64795163  2.06795551  0.84669855 -0.14998017  5.23140748  2.31964731
  0.63670018  0.03767253 -6.16270439 -5.07131101 -0.08031429 -1.22010096
  1.92777052  1.38173933  1.70454036]","[2.04618737 1.60121224 0.52833929 1.12159711 3.03317905 1.69728497
 0.94806679 1.55050997 5.16622375 4.13571746 0.02750975 1.34592571
 1.72029224 1.0503822  1.63782496]",0.01463279321240877,user_reviews_ST_text,reviews,17111205,1868.160628064796,23.754625936357115,6.946219743407617e-06,1.7072900735102194e-06,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC1,-926.8650559758594,1885.730111951719,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc1']","[  7.31239921   7.42563873   0.9652985   -3.46838689   1.80080414
   7.73597746  -2.40627569   3.51146987 -19.24876657 -17.70167059
  -0.14555835  -2.16944877   7.30850235   1.68286327   0.11212849
   0.20689011]","[3.59793534 2.7465098  0.38996889 1.92388715 2.00559252 2.79607332
 1.68136835 1.34028933 8.63893152 7.5564167  0.03935953 1.19200272
 3.18629705 0.62744984 0.05011491 0.65835253]",0.0001692200116389432,user_reviews_ST_text,reviews,17111205,1868.160628064796,17.56948388692308,0.00015305060441267977,3.761783924364022e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC2,-925.702990122104,1883.405980244208,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc2']","[  6.13056505   6.81279503   0.98413046  -3.11604803   2.45324855
   7.13103409  -2.10765184   2.95538241 -18.2167272  -17.23284002
  -0.13964989  -1.93636834   6.67905916   1.61453683   0.0912623
  -0.91448497]","[3.16193186 2.45359226 0.38790083 1.7061506  1.89335679 2.49971238
 1.48823188 1.20899282 7.98434811 7.16526295 0.03671544 1.05590459
 2.832984   0.58179427 0.0420628  0.97271994]",4.944101410277883e-05,user_reviews_ST_text,reviews,17111205,1868.160628064796,15.245352179412066,0.0004892308520994285,0.00012024655255644797,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC3,-924.137706531845,1880.27541306369,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc3']","[  8.10459279   7.52283136   1.17130857  -3.34464797   3.99412236
   7.9003901   -2.30204478   2.69748716 -21.52238369 -18.84401137
  -0.15504533  -3.05850693   7.75651455   2.41264577   0.11651173
  -1.49007872]","[3.79158581 2.85148291 0.46863262 1.96300635 2.92863665 2.90452211
 1.70628765 1.6097938  9.26027228 7.85372392 0.0428578  1.55644828
 3.30755423 1.0087592  0.05169741 1.1706139 ]",9.54696334976728e-06,user_reviews_ST_text,reviews,17111205,1868.160628064796,12.114784998894038,0.0023404957819011733,0.0005752632889745201,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC1 and PC2,-927.6129496751887,1887.225899350377,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc2']","[ -2.95139219   4.10084897   0.89211485  -2.76098654   4.37585246
   4.36823192  -2.28500237  -1.83189044 -22.37576176 -24.1912329
  -0.08573312  -1.75015686   4.37115917   1.714484     0.28431469
  -7.92247076]","[ 3.98662122  2.00262379  0.42114731  1.85965024  1.72633702  2.08985104
  2.02424064  2.39888774 13.81480288 14.95993887  0.02796569  1.20611146
  2.51082906  0.90242055  0.48423511  5.75604235]",0.0003756651285012996,user_reviews_ST_text,reviews,17111205,1868.160628064796,19.065271285581048,7.244842396933363e-05,1.7806876207982467e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC1 and PC3,-927.56100060237,1887.12200120474,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc3']","[  1.12438029  -1.19987033   6.3300678    5.20806157   3.80048231
  -0.69957766   7.22193513  -5.96214878 -40.64741523   2.41116171
  -0.1478997   -7.09583861  -0.87637804   0.85148045 -13.32499745
  -3.22349342]","[ 2.91414928  3.4042269   2.80506493  3.67185745  3.6711222   3.45173866
  4.12066207  4.31832132 19.51718941  8.32557168  0.04430514  3.56361236
  3.34700758  1.21839397  7.59087728  1.96949672]",0.000355362004710891,user_reviews_ST_text,reviews,17111205,1868.160628064796,18.961373139944044,7.631152596272515e-05,1.8756376213727944e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC2 and PC3,-928.2199853183324,1888.439970636665,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3'
 'sd.user_reviews_ST_text_pc2' 'sd.user_reviews_ST_text_pc3']","[  0.54901678   2.78846917   0.85640075  -1.02445011   5.08267344
   3.04796385  -0.34920097  -0.44551769 -11.29017119 -11.06231863
  -0.08322338  -1.42607086   2.83973366   1.50866326  -2.56472328
  -1.25727841]","[2.30420594 1.70758977 0.44926412 1.30719337 2.42198011 1.7974757
 1.15404433 1.31117729 7.00506971 6.85811913 0.02881723 1.09055158
 1.94440628 0.80753952 1.99984087 1.05666817]",0.0007205665298047673,user_reviews_ST_text,reviews,17111205,1868.160628064796,20.279342571869165,3.948177890877119e-05,9.704105499893432e-06,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
"price, PC1, and PC2",-924.7144099206432,1883.428819841286,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc2']","[  6.5317631    7.23171886   1.28637807  -3.40306585   2.58213797
   7.50405624  -2.1505568    2.86691294 -22.138472   -19.56832696
  -0.14740367  -2.46323636   7.28342674   1.75415804  -0.10843376
  -1.02193179  -1.38930546]","[3.36521519 2.59111483 0.52918788 1.79011735 1.85239228 2.63563905
 1.58153911 1.28910742 8.89138366 7.80154488 0.03908334 1.19570002
 3.0077172  0.63405159 0.04594601 0.77572888 1.10870151]",1.747337203658078e-05,user_reviews_ST_text,reviews,17111205,1868.160628064796,15.268191776490085,0.0004836757139796423,0.00011888117217413423,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
"price, PC1, and PC3",-924.137706531845,1880.27541306369,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc3']","[  8.10459279   7.52283136   1.17130857  -3.34464797   3.99412236
   7.9003901   -2.30204478   2.69748716 -21.52238369 -18.84401137
  -0.15504533  -3.05850693   7.75651455   2.41264577   0.11651173
  -1.49007872   0.        ]","[ 4.00556639  3.94069807  1.46019225  2.35467672  9.06071793  3.97384846
  2.79878926  5.44332846 11.42139292  7.61418273  0.04826911  4.34385927
  3.19697081  3.74403338  0.0591024   0.50266492  5.82844342]",9.54696334976728e-06,user_reviews_ST_text,reviews,17111205,1868.160628064796,12.114784998894038,0.0023404957819011733,0.0005752632889745201,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
"price, PC2, and PC3",-923.3674294384253,1880.734858876851,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc2' 'sd.user_reviews_ST_text_pc3']","[  4.74972646   6.91013126   1.34194938  -3.52023801   6.17855428
   7.291281    -2.58852939   0.30399723 -27.02721875 -25.38385351
  -0.14285742  -3.59198059   7.719028     3.06118448  -0.09276696
   4.22876476   1.97303553]","[ 3.61293224  2.92431791  0.50254323  2.03125343  2.73857899  2.98501428
  1.78581571  1.68977515 11.19830005 10.40086887  0.04276166  1.66897976
  3.39531466  1.18373644  0.04673615  2.28239581  1.20864922]",4.268016733005546e-06,user_reviews_ST_text,reviews,17111205,1868.160628064796,12.57423081205502,0.0018601179002634297,0.00045719268090998924,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
"PC1, PC2, and PC3",-921.7841084166314,1877.568216833263,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc2'
 'sd.user_reviews_ST_text_pc3']","[  2.82347912  -7.3806313   13.18566191  13.07991609  18.62743394
  -6.5007145   16.74127496 -22.7434069  -81.09574894   8.53556764
  -0.25081278 -20.07268392  -3.47500084   8.27061612  22.27984255
  -0.27288381 -16.12568541]","[ 4.0471878   6.92337264  5.5126529   7.22407721  8.4352699   6.83648026
  8.43943639 12.03766647 32.94700347 12.98834531  0.08056385  8.80141788
  5.27879634  4.26090048 10.60315363  0.50304745  7.91961283]",8.213202160852104e-07,user_reviews_ST_text,reviews,17111205,1868.160628064796,9.407588768467122,0.009060831516880336,0.0022270340239667484,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
"price, PC1, PC2, and PC3",-920.4175489373829,1876.835097874766,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_ST_text_pc1'
 'user_reviews_ST_text_pc2' 'user_reviews_ST_text_pc3' 'sd.price'
 'sd.user_reviews_ST_text_pc1' 'sd.user_reviews_ST_text_pc2'
 'sd.user_reviews_ST_text_pc3']","[ 10.64501508   6.25385868   4.654464    -1.15518845  14.23761526
   6.86630275   1.48547281  -3.96511167 -43.68952305 -22.19547935
  -0.2248846   -9.36858541   8.65939745   5.97963604   0.15534317
  -5.42574089  -0.97829772   7.57059772]","[ 4.72683135  3.74153813  1.80750991  2.28275587  5.70135639  3.84267573
  2.32532705  3.91263493 16.95195319  9.99026698  0.06966149  3.93659315
  4.00214174  2.65331668  0.07310684  2.65860197  0.66926954  3.85599639]",1.992569314687295e-07,user_reviews_ST_text,reviews,17111205,1868.160628064796,8.674469809970105,0.013072625325572384,0.003213080535531559,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
plain logit,-933.9377021786574,1895.875404357315,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'product_id_6' 'product_id_7'
 'product_id_8' 'price']","[-0.64330919  0.93900087  1.43663227  1.04067873  3.71295682  1.17252456
  2.32522291  0.64129129 -0.27357035 -0.15712852  0.45798413  0.32624091
  1.50284307 -0.07711473]","[0.30639111 0.587088   0.71448275 0.58899948 1.58554708 0.6872125
 0.75973266 0.21683871 0.26847233 0.28708907 0.49175999 0.37088898
 0.63791267 0.02548559]",0.0,user_reviews_TFIDF_text,logit,17111205,1868.160628064796,27.71477629251899,9.589871646414306e-07,2.3570651768825665e-07,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
plain logit with PCs,-933.9377021786574,1895.875404357315,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3']","[ 19.00207642   0.38174217   2.18405935   1.78977154   3.58896867
   0.61526586   2.03517843 -18.07349096 -46.85767593  -0.28161139
  -0.07711473   2.59725459  13.64604954  -4.26948664]","[2.84423358e+01 3.32792671e-01 2.73083058e+00 2.95016765e+00
 1.59100855e+00 3.65814127e-01 6.48359870e-01 8.01852881e+01
 5.54396079e+01 1.10331218e+00 2.54855874e-02 1.98002930e+01
 1.80214234e+01 5.71215439e+00]",1.0,user_reviews_TFIDF_text,logit,17111205,1868.160628064796,27.71477629251899,9.589871646414306e-07,2.3570651768825665e-07,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price,-927.8876797200709,1885.775359440142,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3' 'sd.price']","[ 8.72923610e+01  2.62398657e-01  9.28277331e+00  8.67357566e+00
  3.36777418e+00  5.93219926e-01  3.23564074e+00 -1.16890411e+02
 -2.19819384e+02  4.84734866e-01 -1.45211255e-01  2.01315274e+01
  6.56210583e+01 -1.80609139e+01  1.01689448e-01]","[4.45696565e+01 3.67326719e-01 4.39849867e+00 4.53432248e+00
 1.93104184e+00 4.06252381e-01 7.92647969e-01 9.80967050e+01
 1.00276904e+02 1.22150505e+00 3.85880160e-02 2.25873523e+01
 3.12495458e+01 8.95492433e+00 4.47148093e-02]",0.0005042060831798298,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,17.614731375346082,0.00014962690120913822,3.677633772051333e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC1,-928.3106021524027,1886.621204304805,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3'
 'sd.user_reviews_TFIDF_text_pc1']","[ 23.39702926   0.39679109   2.90625712   2.24558919   4.09136789
   0.66877077   2.24660962 -77.6131008  -74.49914481  -0.26940733
  -0.08600205   3.8694096   18.70882689  -5.20809232 -14.8365297 ]","[2.88662494e+01 3.33129983e-01 2.84192305e+00 2.99256842e+00
 1.69765850e+00 3.69464054e-01 6.88395314e-01 1.01364716e+02
 6.47472988e+01 1.10457600e+00 2.74081262e-02 1.98797188e+01
 1.89450508e+01 5.80459205e+00 1.76996649e+01]",0.0007944305176881965,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,18.460576240009004,9.802498919582003e-05,2.4093261830480106e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC2,-930.4302244308421,1890.860448861684,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3'
 'sd.user_reviews_TFIDF_text_pc2']","[ 2.18799077e+01  3.94890464e-01  2.55463401e+00  2.23874105e+00
  4.02819608e+00  6.56860983e-01  2.22405528e+00 -3.06648651e+01
 -9.22203365e+01 -1.81452071e-01 -8.45446383e-02  4.47495582e+00
  1.84332174e+01 -4.99026943e+00  6.11654862e+00]","[2.88429444e+01 3.33134143e-01 2.78656525e+00 2.99868120e+00
 1.67397570e+00 3.69119280e-01 6.78060302e-01 8.13125974e+01
 6.70886684e+01 1.11256079e+00 2.69300670e-02 1.99282632e+01
 1.86341734e+01 5.80103706e+00 5.26077352e+00]",0.008083164221017911,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,22.69982079688816,1.1770544236761234e-05,2.8930460131652824e-06,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC3,-929.0477842258833,1888.095568451767,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3'
 'sd.user_reviews_TFIDF_text_pc3']","[-21.18722998   0.29860533   5.09327021   5.03983704   3.93270633
   0.52569727   2.45744181 -74.86248584 -71.02214783   0.75229854
  -0.07507665  16.350403    22.26719277  -1.07707639   6.71258886]","[5.05182719e+01 3.41287681e-01 4.70257888e+00 5.12850028e+00
 2.00805232e+00 3.76647868e-01 9.87642245e-01 1.09493745e+02
 7.39115340e+01 1.65184324e+00 2.95829267e-02 2.62867434e+01
 2.40494283e+01 6.59418953e+00 7.13519194e+00]",0.00176436059552756,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,19.934940386970993,4.690106412741687e-05,1.1527668887498105e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC1,-926.3379582415845,1884.675916483169,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3' 'sd.price'
 'sd.user_reviews_TFIDF_text_pc1']","[ 8.49218803e+01  2.97251417e-01  9.11198454e+00  8.42911621e+00
  3.73424948e+00  6.57940274e-01  3.28571428e+00 -1.24116917e+02
 -2.16485387e+02  4.03195035e-01 -1.37100494e-01  1.93974560e+01
  6.41060287e+01 -1.75987479e+01  9.16577846e-02 -3.58659842e+00]","[4.71735907e+01 3.62398792e-01 4.70170719e+00 4.79226604e+00
 1.93161527e+00 4.00206636e-01 8.49850986e-01 1.02657200e+02
 1.08142432e+02 1.22993338e+00 3.77045339e-02 2.29144665e+01
 3.34341676e+01 9.48466796e+00 4.40107058e-02 3.95960040e+00]",9.672964989511732e-05,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,16.515288418373075,0.00025926905600777054,6.372494709954015e-05,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC2,-923.6999032869833,1879.399806573967,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3' 'sd.price'
 'sd.user_reviews_TFIDF_text_pc2']","[ 6.70788371e+01  3.51439789e-01  7.37740635e+00  7.01645920e+00
  4.78939583e+00  7.34659386e-01  3.27319272e+00 -1.04697170e+02
 -2.41515584e+02  3.75101283e-01 -1.30454636e-01  1.71349669e+01
  5.60071609e+01 -1.43307535e+01  6.53784756e-02  1.17818596e+01]","[3.99777673e+01 3.47163952e-01 4.00189252e+00 4.15553737e+00
 1.91505005e+00 3.88027548e-01 8.75277601e-01 9.58601962e+01
 1.14002994e+02 1.21210891e+00 3.53071226e-02 2.20362776e+01
 2.88185764e+01 8.09517412e+00 3.10154175e-02 9.35203791e+00]",6.039636452598277e-06,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,11.239178509171097,0.0036261302194820185,0.0008912554393132439,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
price and PC3,-925.5777035033803,1883.155407006761,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3' 'sd.price'
 'sd.user_reviews_TFIDF_text_pc3']","[ 4.19398507e+01  2.14393557e-01  1.07788461e+01  1.03988439e+01
  3.96511412e+00  5.25211008e-01  3.42816912e+00 -1.47629179e+02
 -2.11841262e+02  1.18840323e+00 -1.33423549e-01  2.86166671e+01
  6.43652576e+01 -1.30208586e+01  8.55739413e-02 -5.80013189e+00]","[5.12373179e+01 3.78684364e-01 5.39416920e+00 5.60847552e+00
 2.20250374e+00 4.31632388e-01 9.53822628e-01 1.13744949e+02
 1.08696470e+02 1.49662177e+00 3.99547545e-02 2.61320241e+01
 3.41565947e+01 9.35388548e+00 4.78045233e-02 4.42806188e+00]",4.332194185765947e-05,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,14.994778941965023,0.0005545300991829857,0.00013629625447658292,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC1 and PC2,-925.3191691387459,1882.638338277492,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3'
 'sd.user_reviews_TFIDF_text_pc1' 'sd.user_reviews_TFIDF_text_pc2']","[ 2.29878398e+01  3.93846648e-01  2.68752562e+00  2.40912724e+00
  4.19293370e+00  6.69559120e-01  2.29544917e+00 -4.18737720e+01
 -9.87081750e+01 -1.42788617e-01 -8.72839050e-02  5.85410299e+00
  1.93774343e+01 -5.26427036e+00  2.50307922e+00  7.12689881e+00]","[2.89746510e+01 3.33340472e-01 2.80611655e+00 3.01848735e+00
 1.71545949e+00 3.70446756e-01 6.99530408e-01 8.44836701e+01
 7.28579042e+01 1.12403805e+00 2.76654620e-02 2.02136133e+01
 1.88219638e+01 5.83036586e+00 2.86859714e+00 7.19360768e+00]",3.29935974207191e-05,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,14.477710212696138,0.000718133476088865,0.00017650782734673993,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
PC1 and PC3,-928.251187500254,1888.502375000508,"['product_id_1' 'product_id_10' 'product_id_11' 'product_id_12'
 'product_id_13' 'product_id_14' 'product_id_2' 'product_id_3'
 'product_id_4' 'product_id_5' 'price' 'user_reviews_TFIDF_text_pc1'
 'user_reviews_TFIDF_text_pc2' 'user_reviews_TFIDF_text_pc3'
 'sd.user_reviews_TFIDF_text_pc1' 'sd.user_reviews_TFIDF_text_pc3']","[ 6.80755217e+00  3.57265731e-01  4.39225985e+00  3.73332449e+00
  4.27670140e+00  6.28705978e-01  2.45532670e+00 -1.25266629e+02
 -9.27750678e+01  1.45482552e-01 -8.55113520e-02  1.05424536e+01
  2.33369888e+01 -4.19499081e+00  2.13384916e+01 -3.48555963e+00]","[3.27626270e+01 3.34918319e-01 3.57927739e+00 3.65258285e+00
 1.85153075e+00 3.75151041e-01 8.02299873e-01 1.23444193e+02
 7.35453822e+01 1.21826186e+00 2.93077252e-02 2.15443709e+01
 2.10837271e+01 5.95643154e+00 2.03425103e+01 3.16464742e+00]",0.0007451824294395775,user_reviews_TFIDF_text,reviews,17111205,1868.160628064796,20.34174693571208,3.826888217529027e-05,9.405991327039883e-06,17111205,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,15.0,24.747821807861328,75.0,2425.0,8.0
