Model,First Choice LL,AIC,Coefficient Names,Estimated Coefficients,Standard Errors,Likelihood Ratio Test,Embedding_Model,Data_Type,Category_Code,AIC_min,Delta,ExpDelta,Akaike_Weight,cat_code4,category1,category2,category3,category4,num_transactions,num_products,mean_price,overall_numprod,overall_purch,batch
plain logit,-504.0037642502007,1024.007528500401,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4'
 'product_id_5' 'product_id_6' 'product_id_7' 'price']","[-5.51031026e-02 -1.51534604e-01  1.30942466e+00 -1.36471256e-01
 -5.57075859e-02  1.67771970e+00 -4.48225828e-02  6.36133999e-04]","[0.32097434 0.33100893 0.25718114 0.34591337 0.4706124  0.2724499
 0.3787557  0.00206059]",0.0,combined,logit,17050306,1006.638129277599,17.369399222801917,0.00016915423748666271,5.705394629328505e-06,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
plain logit with PCs,-504.0037642502007,1024.007528500401,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3']","[-1.95215515e+00 -1.13467552e+00  9.56708991e-01  1.01420950e+00
  6.36133999e-04  6.40632446e-01  7.30663263e-01 -2.80263845e-01]","[0.32707936 0.33775086 0.49930378 0.69949133 0.00206059 0.16123284
 0.17466894 0.24528829]",1.0,combined,logit,17050306,1006.638129277599,17.369399222801917,0.00016915423748666271,5.705394629328505e-06,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price,-498.4363843143562,1014.872768628712,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price']","[-3.1734808  -1.83319115  3.86358292  0.99986635 -0.00961485 -0.01822418
  2.3930642   0.03168339  0.02498496]","[0.57235361 0.42363605 1.1426759  0.76827855 0.00459796 0.27421282
 0.6296798  0.27666882 0.00708474]",0.0008472489770473991,combined,combined,17050306,1006.638129277599,8.23463935111306,0.016288113414675332,0.0005493809447446415,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1,-500.4334380347136,1018.866876069427,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc1']","[-6.67970897e-01  2.12252590e+00  7.40389549e+00  8.72684655e-01
 -4.90138519e-04  5.50100083e+00  2.76422076e+00 -9.30189830e-01
  1.03013841e+01]","[1.23256634e+00 2.86304235e+00 6.49526575e+00 9.33640636e-01
 3.10842156e-03 5.34713114e+00 2.24108259e+00 8.91961146e-01
 1.03193883e+01]",0.00753557380486717,combined,combined,17050306,1006.638129277599,12.22874679182803,0.0022108606698075664,7.45700065167346e-05,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC2,-501.9469607813235,1021.893921562647,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc2']","[-3.87628198e+00 -1.76589210e+00  1.31312326e+00  1.50066892e+00
  7.01753404e-04  2.77607403e-01  1.41717903e+00 -4.58446372e-01
  2.05803022e+00]","[2.75219534e+00 9.11342804e-01 7.90321710e-01 1.04733203e+00
 2.63289937e-03 5.05440495e-01 1.02113263e+00 3.70107838e-01
 2.31381818e+00]",0.04253954571699795,combined,combined,17050306,1006.638129277599,15.255792285048074,0.0004866836951421426,1.6415329475057742e-05,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC3,-498.9683779137526,1015.936755827505,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc3']","[-1.28721174e+01 -7.63519035e+00  1.00873731e+01 -3.31907286e+01
  3.10537211e-03 -7.18482290e-01  6.31818224e+00  5.29424713e+00
 -1.10490717e+01]","[1.22837217e+01 7.42514586e+00 1.04311020e+01 3.61156473e+01
 4.13178913e-03 1.60432941e+00 6.29847065e+00 6.24746373e+00
 1.10174366e+01]",0.001506398454152904,combined,combined,17050306,1006.638129277599,9.298626549905975,0.00956817037717905,0.0003227243295442818,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC1,-494.5589700040886,1009.117940008177,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc1']","[-3.70721957 -1.4070321   6.36793011  0.67577538 -0.01398556  0.49373094
  3.42928377  0.20023151  0.03480288  2.13480559]","[0.80510098 0.71368161 2.3204759  0.97975426 0.00650605 0.76401985
 1.07649592 0.37360578 0.01096639 1.55918358]",1.385065459701155e-05,combined,combined,17050306,1006.638129277599,2.4798107305780377,0.28941160502674196,0.009761549231748384,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC2,-496.6774677514643,1013.354935502929,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc2']","[-4.19445732 -2.2231513   4.51442404  1.20434469 -0.01138544 -0.26253694
  3.00871245  0.02324329  0.02979122 -1.0567807 ]","[1.30696772 0.62320626 1.38106385 0.83425678 0.00537008 0.37140987
 0.90766315 0.29890082 0.00893767 0.88596554]",0.0001292566991684718,combined,combined,17050306,1006.638129277599,6.71680622533006,0.03479077155171716,0.0011734561552264558,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC3,-496.975374278688,1013.950748557376,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc3']","[-4.70842554 -2.63671598  5.44905039 -2.62386856 -0.01097085 -0.24175394
  3.37889315  0.69618405  0.03351289 -1.64309093]","[1.43726355 0.86965729 1.94066252 3.5423295  0.00596676 0.38463108
 1.10547805 0.6866311  0.01026422 1.08763979]",0.000177373226353907,combined,combined,17050306,1006.638129277599,7.312619279776982,0.025827650403066425,0.0008711395001821814,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1 and PC2,-497.1819251062536,1014.363850212507,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc1'
 'sd.combined_pc2']","[-5.99351527e+01 -1.76747020e+01  2.06085217e+01  2.07726468e+01
 -2.42738350e-02 -5.06747677e+00  2.43187610e+01 -6.94586880e+00
 -9.18713240e+00  4.61564991e+01]","[6.33946731e+01 1.81594197e+01 2.03560088e+01 2.30323567e+01
 2.46827638e-02 5.63886175e+00 2.54770715e+01 7.70610999e+00
 9.58485782e+00 4.88635521e+01]",0.0002209840923870791,combined,combined,17050306,1006.638129277599,7.725720934908054,0.021007821306032792,0.0007085717309492934,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1 and PC3,-498.9683779137526,1015.936755827505,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc1'
 'sd.combined_pc3']","[-1.28721174e+01 -7.63519035e+00  1.00873731e+01 -3.31907286e+01
  3.10537211e-03 -7.18482290e-01  6.31818224e+00  5.29424713e+00
 -1.10490717e+01  0.00000000e+00]","[1.54705515e+00 2.06306520e+00 7.14724894e+00 2.99957915e+00
 4.41208191e-03 4.66147553e+00 2.62242962e+00 6.64827823e-01
 9.85091685e+00 2.09130883e+00]",0.001506398454152904,combined,combined,17050306,1006.638129277599,9.298626549905975,0.00956817037717905,0.0003227243295442818,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC2 and PC3,-498.9683779137526,1015.936755827505,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc2'
 'sd.combined_pc3']","[-1.28721174e+01 -7.63519035e+00  1.00873731e+01 -3.31907286e+01
  3.10537211e-03 -7.18482290e-01  6.31818224e+00  5.29424713e+00
 -1.10490717e+01  0.00000000e+00]","[1.34043105e+01 3.94413904e+00 4.74348446e+00 6.31380483e+00
 5.81186453e-03 1.59341845e+00 5.65927711e+00 1.21321419e+00
 9.10402914e+00 2.85048859e+00]",0.001506398454152904,combined,combined,17050306,1006.638129277599,9.298626549905975,0.00956817037717905,0.0003227243295442818,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC1, and PC2",-494.5066952713133,1011.013390542627,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc1'
 'sd.combined_pc2']","[-5.8308957  -2.49749701  7.5793098   1.03019482 -0.01772115 -0.18298892
  4.7098032   0.26668192  0.04645454 -1.8508166   1.70146003]","[2.50450231 1.03527012 3.60659462 1.16262674 0.01006771 0.66949805
 2.14355471 0.47671128 0.02025575 1.5398311  1.25214159]",1.311206654295607e-05,combined,combined,17050306,1006.638129277599,4.37526126502803,0.11218223491574049,0.003783788866919754,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC1, and PC3",-494.5589700040886,1009.117940008177,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc1'
 'sd.combined_pc3']","[-3.70721957 -1.4070321   6.36793011  0.67577538 -0.01398556  0.49373094
  3.42928377  0.20023151  0.03480288  2.13480559  0.        ]","[0.83504668 0.63838752 2.27818399 1.0614095  0.00638956 0.56221558
 1.07223083 0.39069887 0.01087107 1.32196239 0.66537795]",1.385065459701155e-05,combined,combined,17050306,1006.638129277599,2.4798107305780377,0.28941160502674196,0.009761549231748384,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC2, and PC3",-494.7801959317835,1011.560391863567,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc2'
 'sd.combined_pc3']","[-15.64983519  -5.80632417   9.24436613   3.62353233  -0.01962594
  -2.02638195   8.11474027  -0.42515637   0.05693991  -9.10850078
   0.30600697]","[7.19808128 2.20311003 3.69993964 2.19236919 0.01119908 1.1017217
 3.39641202 0.57571494 0.02113088 4.78197231 0.68569664]",1.746831031713848e-05,combined,combined,17050306,1006.638129277599,4.922262585968042,0.08533835365693378,0.0028783729681521944,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"PC1, PC2, and PC3",-497.1819251062536,1014.363850212507,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.combined_pc1'
 'sd.combined_pc2' 'sd.combined_pc3']","[-5.99351527e+01 -1.76747020e+01  2.06085217e+01  2.07726468e+01
 -2.42738350e-02 -5.06747677e+00  2.43187610e+01 -6.94586880e+00
 -9.18713240e+00  4.61564991e+01  0.00000000e+00]","[2.42585572e+01 5.99661680e+00 6.35356308e+00 6.75980269e+00
 5.91649161e-03 2.82425461e+00 9.12867774e+00 2.23160767e+00
 8.60810388e-01 1.71119491e+01 1.19829815e+00]",0.0002209840923870791,combined,combined,17050306,1006.638129277599,7.725720934908054,0.021007821306032792,0.0007085717309492934,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC1, PC2, and PC3",-494.5066952713133,1011.013390542627,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'combined_pc1' 'combined_pc2' 'combined_pc3' 'sd.price' 'sd.combined_pc1'
 'sd.combined_pc2' 'sd.combined_pc3']","[-5.8308957  -2.49749701  7.5793098   1.03019482 -0.01772115 -0.18298892
  4.7098032   0.26668192  0.04645454 -1.8508166   1.70146003  0.        ]","[0.97965205 1.38217569 4.63182365 1.22015671 0.00760547 2.62211044
 1.83775735 0.54915809 0.01563955 5.15621187 0.50472673 0.52647451]",1.311206654295607e-05,combined,combined,17050306,1006.638129277599,4.37526126502803,0.11218223491574049,0.003783788866919754,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
plain logit,-504.0037642502007,1024.007528500401,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4'
 'product_id_5' 'product_id_6' 'product_id_7' 'price']","[-5.51031026e-02 -1.51534604e-01  1.30942466e+00 -1.36471256e-01
 -5.57075859e-02  1.67771970e+00 -4.48225828e-02  6.36133999e-04]","[0.32097434 0.33100893 0.25718114 0.34591337 0.4706124  0.2724499
 0.3787557  0.00206059]",0.0,description_COUNT_text,logit,17050306,1006.638129277599,17.369399222801917,0.00016915423748666271,5.705394629328505e-06,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
plain logit with PCs,-504.0037642502007,1024.007528500401,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3']","[-1.30922453e+01 -1.15923179e+00  2.04142687e+00  9.68091036e+00
  6.36133999e-04  1.50762684e+00 -2.50422448e+00  5.44707230e+00]","[1.84164923e+00 4.46264606e-01 8.25138782e-01 7.03106038e+00
 2.06059061e-03 3.61851632e-01 2.32237665e+00 1.26556595e+00]",0.9999997309734423,description_COUNT_text,logit,17050306,1006.638129277599,17.369399222801917,0.00016915423748666271,5.705394629328505e-06,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price,-498.4363843143562,1014.872768628712,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price']","[-1.01072811e+01 -3.91256202e+00  9.73025251e+00 -4.21858725e+01
 -9.61484950e-03  3.10447462e-01  1.56840070e+01 -6.14597896e-01
  2.49849639e-02]","[2.13212076e+00 1.08894401e+00 2.90946398e+00 1.95847848e+01
 4.59796436e-03 5.39430090e-01 6.83965561e+00 2.41676739e+00
 7.08474447e-03]",0.0008472489770473476,description_COUNT_text,descriptions,17050306,1006.638129277599,8.23463935111306,0.016288113414675332,0.0005493809447446415,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1,-500.1183175963481,1018.236635192696,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc1']","[-5.05481063e+01 -2.07620000e+00  1.12404841e+00  2.70855022e+01
  4.42625960e-04 -8.07642612e+00 -3.45432635e+00  2.21241368e+01
 -1.20266271e+01]","[4.80670097e+01 1.03520412e+00 1.81657491e+00 2.77645383e+01
 4.09339256e-03 1.11176345e+01 4.39307009e+00 2.11974607e+01
 1.37213175e+01]",0.005309478530436646,description_COUNT_text,descriptions,17050306,1006.638129277599,11.598505915097007,0.0030298173023026536,0.00010219255291057731,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC2,-500.1898911018333,1018.379782203667,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc2']","[-2.15730270e+01 -2.90955284e+00 -1.40109499e+00 -4.95089902e+01
  3.66258991e-03  1.39530292e+00 -8.38818232e-01  4.78123698e+00
 -1.47439148e+01]","[1.09304281e+01 2.78783743e+00 3.33398446e+00 7.53767621e+01
 5.01097369e-03 6.43070706e-01 5.93584262e+00 2.45323717e+00
 1.63619914e+01]",0.005747708004540105,description_COUNT_text,descriptions,17050306,1006.638129277599,11.741652926068014,0.0028205412973588743,9.513389323764002e-05,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC3,-499.5412460697836,1017.082492139567,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc3']","[-3.19195081e+01 -1.48798457e+00  1.62618243e+00  5.69575189e+00
  3.47581395e-04  1.27456265e-01 -1.74942148e+00  5.82086233e+00
 -6.13235800e+00]","[2.30862194e+01 6.05541277e-01 1.27749857e+00 9.03089760e+00
 2.74190407e-03 1.79408052e+00 2.75383322e+00 1.62368145e+00
 6.81550493e+00]",0.002812877587052031,description_COUNT_text,descriptions,17050306,1006.638129277599,10.444362861967988,0.005395546267563136,0.00018198610424805572,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC1,-496.9357764528999,1013.8715529058,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc1']","[-2.43093641e+01 -7.19601190e+00  1.76696104e+01 -8.63425844e+01
 -1.87368653e-02 -4.15498560e+00  3.34673430e+01  8.13103538e-01
  4.28818971e-02 -5.83394151e+00]","[1.17020583e+01 2.68174862e+00 6.83072889e+00 4.09125551e+01
 9.53053698e-03 3.20846168e+00 1.53586892e+01 4.62821067e+00
 1.57254187e-02 3.83851834e+00]",0.0001700601362473085,description_COUNT_text,descriptions,17050306,1006.638129277599,7.233423628200967,0.026870887860040164,0.0009063268030400339,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC2,-495.3988049953144,1010.797609990629,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc2']","[-1.14791915e+01 -4.26816957e+00  1.02872110e+01 -5.09906749e+01
 -8.70353553e-03  3.77490892e-01  1.72671282e+01 -7.17202643e-01
  2.91184930e-02 -1.76557956e+00]","[2.34113355e+00 1.36585257e+00 3.48271802e+00 2.62326341e+01
 5.33011609e-03 6.05297511e-01 8.34465595e+00 2.81256622e+00
 9.19710333e-03 1.55518493e+00]",3.346844075325437e-05,description_COUNT_text,descriptions,17050306,1006.638129277599,4.159480713030007,0.12496265372569235,0.004214858959648691,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
price and PC3,-493.841295880381,1007.682591760762,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc3']","[-6.66343578e+01 -1.21073405e+01  2.82853537e+01 -1.75747280e+02
 -3.41181420e-02 -6.09544061e+00  6.07882398e+01 -1.05744929e+01
  7.34323768e-02 -1.88589320e+01]","[3.62253591e+01 5.72311494e+00 1.42406241e+01 9.58262528e+01
 2.01514577e-02 3.82042512e+00 3.29002274e+01 8.26881822e+00
 3.53303307e-02 1.09572672e+01]",6.534339797744977e-06,description_COUNT_text,descriptions,17050306,1006.638129277599,1.044462483162988,0.5931955077945984,0.020007860959320913,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1 and PC2,-497.7201300371047,1015.440260074209,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc1'
 'sd.description_COUNT_text_pc2']","[-2.97159844e+01 -5.91454243e+00 -2.13387465e+00 -1.29009109e+02
  8.54337042e-04  6.61309116e-01  6.81649988e+00  1.89549398e+00
  4.94232164e-02  2.87189918e+01]","[1.68313626e+01 4.76747203e+00 3.51165560e+00 1.19008696e+02
 6.11833051e-03 9.22179319e-01 1.02345494e+01 3.48736017e+00
 6.63620819e-01 2.36118426e+01]",0.0003925619488370619,description_COUNT_text,descriptions,17050306,1006.638129277599,8.802130796610072,0.012264266611313395,0.0004136608216058286,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC1 and PC3,-498.7053817464671,1017.410763492934,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc1'
 'sd.description_COUNT_text_pc3']","[-4.88858533e+01 -1.84744747e+00  7.33158966e-01  2.38246384e+01
  1.77522206e-03 -5.85021252e+00 -4.15222469e+00  1.91235164e+01
 -1.01147188e+01  3.58772073e+00]","[3.99603013e+01 9.92541333e-01 1.74074053e+00 1.77989179e+01
 4.19482817e-03 7.98794115e+00 3.92311507e+00 1.51497975e+01
 1.05466022e+01 3.94991168e+00]",0.001132857005882568,description_COUNT_text,descriptions,17050306,1006.638129277599,10.772634215335074,0.004578805568979947,0.0001544382989758529,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
PC2 and PC3,-499.5280648023876,1019.056129604775,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.description_COUNT_text_pc2'
 'sd.description_COUNT_text_pc3']","[-2.63073946e+01 -1.26002860e+00  9.83842532e-01  6.40240121e+00
  2.45304480e-03  8.21958637e-01 -3.43548233e+00  6.47021922e+00
  1.94810702e+00 -4.17239470e+00]","[1.34915539e+01 5.40997983e-01 1.36528861e+00 1.07766579e+01
 3.06039404e-03 1.05593233e+00 2.82485946e+00 1.69727547e+00
 2.08345758e+00 3.90059823e+00]",0.002772571889843188,description_COUNT_text,descriptions,17050306,1006.638129277599,12.41800032717606,0.002011247377471796,6.783725998341241e-05,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC1, and PC2",-495.1438371273301,1012.28767425466,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc1'
 'sd.description_COUNT_text_pc2']","[-1.75121274e+01 -9.25991382e+00  2.34294000e+01 -1.35060605e+02
 -2.14385907e-02 -3.50174034e+00  4.69793916e+01 -5.98133009e+00
  6.00267602e-02  3.51456959e+00  2.72657236e+00]","[8.02767903e+00 4.18487437e+00 1.09369556e+01 7.32348645e+01
 1.30112000e-02 2.98920041e+00 2.47947856e+01 5.96229913e+00
 2.57477431e-02 2.60856695e+00 2.35633554e+00]",2.559412865952012e-05,description_COUNT_text,descriptions,17050306,1006.638129277599,5.649544977061055,0.05932215176417445,0.0020008738244125727,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC1, and PC3",-493.841295880381,1007.682591760762,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc1'
 'sd.description_COUNT_text_pc3']","[-6.66343578e+01 -1.21073405e+01  2.82853537e+01 -1.75747280e+02
 -3.41181420e-02 -6.09544061e+00  6.07882398e+01 -1.05744929e+01
  7.34323768e-02 -1.88589320e+01  0.00000000e+00]","[1.11047501e+01 3.14494438e+00 8.14973422e+00 5.23702365e+01
 1.07440889e-02 2.57345070e+00 1.86325079e+01 4.74382283e+00
 1.84140560e-02 2.05294830e+00 2.62883450e+00]",6.534339797744977e-06,description_COUNT_text,descriptions,17050306,1006.638129277599,1.044462483162988,0.5931955077945984,0.020007860959320913,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
"price, PC2, and PC3",-493.841295880381,1007.682591760762,"['product_id_1' 'product_id_2' 'product_id_3' 'product_id_4' 'price'
 'description_COUNT_text_pc1' 'description_COUNT_text_pc2'
 'description_COUNT_text_pc3' 'sd.price' 'sd.description_COUNT_text_pc2'
 'sd.description_COUNT_text_pc3']","[-6.66343578e+01 -1.21073405e+01  2.82853537e+01 -1.75747280e+02
 -3.41181420e-02 -6.09544061e+00  6.07882398e+01 -1.05744929e+01
  7.34323768e-02 -1.88589320e+01  0.00000000e+00]","[4.40641729e+01 8.33676880e+00 2.07458588e+01 1.39507093e+02
 2.95926559e-02 5.23934931e+00 4.79049323e+01 1.19775243e+01
 5.07079955e-02 8.25672041e-01 1.39868028e+01]",6.534339797744977e-06,description_COUNT_text,descriptions,17050306,1006.638129277599,1.044462483162988,0.5931955077945984,0.020007860959320913,17050306,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,15.0,202.8076629638672,75.0,2425.0,8.0
