"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, -0.615, -1.211, -1.941, 1.268, -0.403, 1.41, -1.95, 1.83, 1.788, 1.475, 0.233, -0.086, 0.071, 0.001",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.086, -0.535, -1.198, -1.888, 1.256, -0.324, 1.393, -1.872, 1.548, 1.363, 1.043, 0.157, -0.079, 0.067, -0.002, -0.037",-2307.86252067422,0.79996,4647.72504134844
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.086, -0.499, -1.191, -1.881, 1.21, -0.284, 1.373, -1.817, 1.476, 1.271, 0.946, 0.145, -0.076, 0.064, -0.004, -0.039, -0.014",-2307.82645276395,0.9341,4649.6529055279
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.104, -8.196, -1.278, -6.513, 6.171, -8.966, 4.391, -18.044, 13.603, 14.103, 14.719, 2.272, -0.741, 0.51, 0.349, 0.224, 0.009, 0.398",-2307.19757322215,0.70692,4650.3951464443
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.171, 135.403, 23.319, 93.048, -30.871, 143.838, -28.07, 135.074, -294.509, -399.573, -413.611, -77.63, 8.54, -6.104, -5.971, 0.027, 11.256",-2305.35429821039,0.07884,4644.70859642078
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.203, 202.936, 35.313, 139.892, -46.68, 215.666, -42.467, 203.232, -439.521, -595.829, -616.692, -115.727, 12.707, -9.159, -8.947, 0.028, 16.739, 0.021",-2304.99446754634,0.12174,4645.98893509268
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.207, 202.992, 35.14, 139.482, -46.613, 215.956, -42.364, 203.082, -438.975, -596.265, -617.114, -115.293, 12.664, -9.153, -8.962, 0.026, 16.836, 0.009, -0.032",-2304.68993914097,0.17059,4647.37987828194
