"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, -0.866, 1.333, -0.961, -1.404, 0.827, 0.207, -1.293, -0.916, -1.218, -1.624, -0.108, -0.1, 0.006, -0.016",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.09, -0.968, -0.813, -0.855, -2.662, 0.559, -0.5, -1.153, -1.301, -1.53, -1.936, -0.072, -0.15, 0.015, -0.01, -0.152",-2307.46575804117,0.35437,4646.93151608233
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.092, -0.873, 0.132, -0.57, -3.235, 1.454, -0.946, -0.573, -1.429, -2.953, -3.355, 0.423, -0.209, 0.008, 0.005, -0.162, 0.102",-2306.93936727687,0.38471,4647.87873455374
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.659, -115.886, 24.287, -47.461, -56.126, -113.544, -0.708, -195.466, -76.548, -118.076, -118.472, -41.831, -2.403, -0.558, -7.077, -0.112, 2.269, 7.06",-2295.42762270931,2e-05,4626.85524541861
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.09, -0.968, -0.813, -0.855, -2.662, 0.559, -0.5, -1.153, -1.301, -1.53, -1.936, -0.072, -0.15, 0.015, -0.01, 0, -0.152",-2307.46575804117,0.65125,4648.93151608233
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.092, -0.873, 0.132, -0.57, -3.235, 1.454, -0.946, -0.573, -1.429, -2.953, -3.355, 0.423, -0.209, 0.008, 0.005, 0, -0.162, 0.102",-2306.93936727687,0.59118,4649.87873455374
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-1.277, -407.052, -93.088, -197.102, -118.491, -536.278, 53.515, -745.322, -239.796, -265.078, -265.472, -217.319, 0.575, -1.329, -26.223, -0.349, 0.408, 1.156, 23.027",-2294.30366373091,2e-05,4626.60732746183
