,1,2,3,4,5,6,7,8,9,10,11,12
1,0.0,0.00010566103398015004,3.61695805341563e-05,0.7373701692541427,0.029979942886239435,0.004006058476887164,0.007122593969989787,0.0154615517768191,0.2059178519207522,5.434178773429642e-10,2.271240672760736e-10,3.3011437924985764e-10
2,1.2215817183163784e-05,0.0,0.6443844428922457,0.0016617438896239336,0.24754164096923592,0.0002898337693264703,0.008000218033188915,0.011176232927381843,0.014364726513438817,0.004177574269841765,0.05852303117055748,0.009868339747977056
3,2.427800827951437e-06,0.413928539824797,0.0,0.019332176163074876,0.07664396799038288,0.008805742362458674,0.01388550848962871,0.36327429591808635,0.07112692477296785,0.0072337161152160045,0.01433756602952081,0.011429134533039087
4,0.11711229158031773,0.0034398433016906197,0.06943160189194214,0.0,0.2585825172789465,0.018498153851540362,0.09763922331901255,0.09642211441065265,0.3388650891554006,1.4304450088821617e-14,1.751842241694828e-14,9.165210465174646e-06
5,0.009552941251719748,0.43988765956600434,0.251467207229401,0.23617781369671892,0.0,1.3598772655315796e-05,0.010758021022405665,0.0019004773521569967,0.050125096663754996,2.379673089760289e-06,6.711004991237232e-05,4.769472218063963e-05
6,0.0003946081723846425,9.623999069817267e-05,0.004685966959099054,0.004848317044855822,2.041943337241076e-06,0.0,0.2556523337839355,0.13566853982094254,0.0002839046699475812,0.004197886405814864,0.000416172026910198,0.593753989182075
7,0.0021958491565942143,0.012102794080196074,0.028223939835634912,0.07966603971522913,0.01821323248653328,0.45588050440509764,0.0,0.0023298841440465945,0.00022861908620265618,2.3999223344389783e-08,2.6552444740975457e-07,0.4011588475667949
8,0.0004901145365897093,0.002484817866385488,0.3351037881128246,0.01363217436377696,0.00022278144888395908,0.09232045824385189,0.0006478801585256122,0.0,0.49221838895407616,0.058745904136699376,0.003765208918325098,0.0003684832600609585
9,0.02746651026633742,0.02015193133648818,0.16317518056314462,0.1363317260536182,0.041403022482173195,0.00033321611689794657,0.0001484582499712909,0.608952596512326,0.0,0.001638424486201474,0.0003978829696196531,1.0509632216968454e-06
10,4.245118650700716e-10,0.0018378553831511785,0.008134475207656368,1.4624774642459116e-14,1.0289379416937334e-06,0.007395687514935234,2.3890439174046717e-08,0.09141259669495773,0.0013295071046447314,0.0,0.8887884826558594,0.0011003421858877616
11,2.132373219938784e-10,0.057346019017842524,0.029247753356219996,2.8793700999636176e-14,0.0001581241370484185,0.0009037241395277614,8.339135092063717e-07,0.006358817098414196,0.0002516515108386104,0.8976355872021472,0.0,0.008097489411186168
12,5.6355345350034266e-11,0.013623377936839197,0.019795412889796662,4.72628587971212e-06,2.4229567459424862e-05,0.6494748854469585,0.29780746879614545,0.0010858999381532,9.781991612220423e-07,0.002379446903734256,0.01580357397951658,0.0
