,1,2,3,4,5,6,7,8,9,10,11,12
1,0.0,0.04536104149941736,0.11440476306298124,0.05127526302741649,0.03155782588154627,0.2031595014130007,0.057200969745053655,0.2603531664427799,0.051281687090550386,0.07494974456172929,0.05917117721867732,0.0512848600568481
2,0.049112177527335585,0.0,0.11393400544878926,0.051083436732989956,0.031435461060983154,0.20235853518367428,0.05697416049638979,0.25934177453874563,0.051082470059857346,0.07465916672989707,0.058941048399917144,0.05107776382142085
3,0.05275441674574475,0.048510440768405584,0.0,0.05485443797142449,0.033753826070612905,0.2173044727259716,0.061186593448189025,0.2784720744838916,0.054850566651990285,0.0801649677567725,0.06328954716562428,0.05485865621137258
4,0.04940143490062107,0.04545845324071272,0.11462474236480935,0.0,0.03162098131875642,0.20355893266127173,0.05731020191703586,0.2608714764871386,0.05138377276872002,0.07509939080879971,0.05928879456137191,0.05138181897076381
5,0.04844905399296614,0.04457464398512921,0.11239878054262202,0.050387072834371285,0.0,0.19961219352978676,0.05620171195645287,0.25581658581914896,0.05038811513136483,0.07364419089531164,0.058140109425159264,0.05038754188768713
6,0.05828016392736428,0.05361391830973773,0.1351802671487581,0.06060166810295088,0.03729694208926984,0.0,0.0676001422233059,0.30769910413717166,0.060607398829617624,0.08858184949269018,0.06993169958476277,0.06060684615437154
7,0.0497032185972769,0.045724914256221674,0.11530707300140892,0.05168606203115192,0.03180934275117901,0.20477073612811172,0.0,0.26242771715434765,0.051690308257552615,0.07554707532844349,0.05964269350432305,0.051690858989983324
8,0.06249597325769124,0.05751427752871351,0.1449489536946461,0.0649922009758255,0.040005610654952714,0.25750434958783236,0.07250542370923593,0.0,0.06500885788228389,0.0950128456723876,0.07500992146729284,0.06500158556913865
9,0.04940640548135181,0.04545609280336259,0.11461777163090331,0.051382208327293184,0.03162110091359358,0.20355692016896404,0.0573126663359222,0.26087392507258783,0.0,0.07510005503945982,0.059289491238187546,0.051383362988375474
10,0.050605831606964795,0.046561326093711934,0.11739754554950187,0.05262985496089593,0.03238957363908476,0.20850306929387494,0.0587048584981467,0.26721346068648066,0.05263295422776439,0.0,0.06073027384738464,0.052631251596189206
11,0.04979997309608648,0.045818281759722176,0.11553036217034154,0.051791264466636955,0.03187313188847911,0.2051789160887125,0.05776944776854265,0.26295316846630834,0.05179380536853484,0.07569862107215185,0.0,0.051793027854483385
12,0.04940977722191488,0.045451474938257345,0.11462545958412472,0.051380403598244445,0.031620620725472115,0.203557281148197,0.0573134246996834,0.2608703530089807,0.051383551797833764,0.07509870909172305,0.05928894418556953,0.0
