,1,2,3,4,5,6,7,8,9,10,11,12
1,0.08978363974698761,3.927337596329123e-05,1.326303037765213e-05,0.01862800405237187,0.008050728928644642,-0.0061502565891875935,0.0019885085485323276,-0.06584305935856569,-0.12373136837699203,-2.0444192499340795e-17,-1.7172270421292001e-18,-4.973580192407537e-10
2,0.00012369973251398275,-1.4111529820257231,1.7107667775194932,0.008528983474127989,0.2389075938110656,0.0014487724431153093,0.02586299018292208,0.009088058886386276,0.03147601962554566,0.011054019579347065,0.18664682830533685,0.035399511864012
3,7.464025761135781e-06,0.3004432324931142,-0.8621676291525044,0.0393848636478861,0.07576445888289186,0.009795612662118348,0.02208444926391422,-0.29098469113927117,0.03140316685367586,-0.0030401368389980717,0.0280487949011345,0.020395853647940682
4,0.028969706388400667,0.005091232702706746,0.08302951849107766,-0.22789319767723895,0.11192773410463326,-0.043272247890668594,0.03906226289266579,-0.2599701794038627,-0.1601562852271704,-2.5136934244521256e-14,2.1563289650480633e-13,1.5721813134282957e-05
5,0.05341573725092204,0.5693713334011482,0.8269130635833067,0.6176385562365171,-1.092079028661691,9.064770612306388e-05,0.039030271122372576,0.010063903448270444,0.16537466526987576,1.6189815975788264e-05,0.0012721385428643049,0.0004156291226512811
6,-0.0014475017290207712,0.00013562241027562102,0.003453035517183687,-0.008718907011652009,2.9354063542487777e-06,0.03198898487975863,0.024661071730848128,-0.2977918433636021,-0.0006012545831660648,-0.013688262183159989,-0.0007810120122161506,0.062486597817279436
7,0.004516259888058178,0.019547617297406658,0.07637132054276603,0.06476821440296159,0.013038436474239443,0.22949578347977775,-0.49979266666968336,0.0026480423739206503,0.00034688635424687605,1.6986861477324036e-07,4.50537684330266e-06,0.4256962677305458
8,-0.009004495933110979,0.0008560761954231647,-0.058819193594007675,-0.027972171365047104,0.0001943319341270521,-0.15989532815120913,0.00016618345960830525,1.1213209989427286,-0.4945549694523783,-0.11533181786764654,-0.004524854919285699,2.038436343605599e-05
9,-0.09778441068681638,0.007637122553464567,0.03511581374109148,-0.10106321589421641,0.01758566297679729,-0.0019233654650640368,0.00012678955651154402,-2.97605061884997,2.524587135524257,-0.010164766600395211,-0.0006463386024848054,1.4344502733838367e-06
10,-1.37633981822293e-17,0.001973165232058174,-0.0029046485275458916,-1.5136615186387592e-14,1.5392906693308205e-06,-0.034170435732640454,4.719701062749542e-08,-0.5368413010049268,-0.007841348659519774,0.5979033432839929,-0.10678705757669775,6.482400210733946e-05
11,-1.909177856119445e-18,0.05202257743310072,0.04233051265367497,6.877167973079922e-14,0.00022547236522180584,-0.0031981429641667228,1.9943660507281906e-06,-0.03451092363997501,-0.0008182455937423761,-0.1731450717190367,-0.098979452163761,0.013173914147015771
12,-8.528391644511775e-10,0.020274217822052302,0.053095316537899125,1.546039897019899e-05,0.00011615876729251023,0.4438392340002238,0.32190350783017235,0.00018264023514802448,3.0370599032840983e-06,0.00018450100482088957,0.023084731416579542,-0.806074409423197
