,1,2,3,4,5,6,7,8,9,10
1,0.0,0.09090909090909091,0.36363636363636365,0.0,0.06060606060606061,0.09090909090909091,0.0,0.12121212121212122,0.18181818181818182,0.09090909090909091
2,0.05,0.0,0.2,0.2,0.2,0.0,0.05,0.05,0.2,0.05
3,0.07407407407407407,0.14814814814814814,0.0,0.09259259259259259,0.07407407407407407,0.05555555555555555,0.09259259259259259,0.05555555555555555,0.24074074074074073,0.16666666666666666
4,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.22727272727272727
5,0.15,0.05,0.15,0.05,0.0,0.0,0.05,0.05,0.25,0.25
6,0.0,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.0,0.46153846153846156,0.0
7,0.13333333333333333,0.0,0.26666666666666666,0.2,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333
8,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047
9,0.21739130434782608,0.021739130434782608,0.2826086956521739,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.0,0.13043478260869565
10,0.15384615384615385,0.07692307692307693,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.05128205128205128,0.05128205128205128,0.3076923076923077,0.0
