,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.0,0.11363636363636363,0.045454545454545456,0.0,0.0,0.0,0.0,0.4090909090909091,0.045454545454545456,0.0,0.125,0.11363636363636363,0.14772727272727273,0.0
2,0.21052631578947367,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.23684210526315788,0.0,0.10526315789473684,0.0,0.13157894736842105,0.05263157894736842,0.10526315789473684
3,0.19718309859154928,0.15492957746478872,0.0,0.056338028169014086,0.0,0.0,0.0,0.3380281690140845,0.0,0.028169014084507043,0.1267605633802817,0.04225352112676056,0.056338028169014086,0.0
4,0.0,0.0,0.0967741935483871,0.0,0.8709677419354839,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
5,0.027777777777777776,0.0,0.0,0.6666666666666666,0.0,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.022222222222222223,0.7555555555555555,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
8,0.35251798561151076,0.07913669064748201,0.03597122302158273,0.014388489208633094,0.014388489208633094,0.0,0.0,0.0,0.08633093525179857,0.0,0.17266187050359713,0.050359712230215826,0.17985611510791366,0.014388489208633094
9,0.21428571428571427,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.39285714285714285,0.0,0.0,0.25,0.0,0.0,0.0
10,0.0,0.15254237288135594,0.0,0.0,0.0,0.15254237288135594,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.6779661016949152
11,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0
12,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.08333333333333333,0.0,0.125,0.16666666666666666
13,0.26666666666666666,0.044444444444444446,0.08888888888888889,0.0,0.0,0.0,0.0,0.37777777777777777,0.022222222222222223,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.0,0.0
14,0.10714285714285714,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.07142857142857142,0.07142857142857142,0.0
