Please Tell Me,The Housemaid,The Ritual,The Inmate,The Serpent & The Wings of Night,The Ashes & The Star Cursed King,Court of Ravens and Ruin,Dopamine Detox,Don't Believe Everything You Think,The Art of Letting Go,CS_Logit,CS_X,CS_PCA
0,0,0,1,0,0,0,1,1,0,1.6583748791635065,1.7367742283819083,1.2523904613833832
0,0,0,1,0,0,0,1,1,1,1.8884200237735604,1.9661681082125952,1.4674582271961256
0,0,0,1,0,0,1,0,0,0,1.0983926838957192,1.220980163256199,1.1147433637388104
0,0,0,1,0,0,1,0,0,1,1.4669991421873858,1.6073109441417979,1.3723817161930079
0,0,0,1,0,0,1,0,1,0,1.571725292936179,1.6998171726574909,1.3933263038068429
0,0,0,1,0,0,1,0,1,1,1.81605537338703,1.946754708307049,1.593377764465802
0,0,0,1,0,0,1,1,0,0,1.5361416228095828,1.655249358593353,1.4428774813632566
0,0,0,1,0,0,1,1,0,1,1.7874738327376138,1.9079819042884032,1.630333370365816
0,0,0,1,0,0,1,1,1,0,1.864553735843969,1.9642236555138213,1.6473884178973435
0,0,0,1,0,0,1,1,1,1,2.053734986448665,2.1535695058260695,1.8014077638170987
0,0,0,1,0,1,0,0,0,0,0.8941774563571818,0.9692669516596719,0.8070128357959664
0,0,0,1,0,1,0,0,0,1,1.3311875500442403,1.4668393038980687,1.1312435134961565
0,0,0,1,0,1,0,0,1,0,1.449677486148739,1.5922827136454185,1.1663099485310844
0,0,0,1,0,1,0,0,1,1,1.7260639484982667,1.867093920700603,1.4037474682441742
0,0,0,1,0,1,0,1,0,0,1.405822152866908,1.5395381530348482,1.2233117511404066
0,0,0,1,0,1,0,1,0,1,1.687918133403692,1.8230567358655456,1.445198128056037
0,0,0,1,0,1,0,1,1,0,1.7748324004724136,1.8933052193762538,1.4684824858208216
0,0,0,1,0,1,0,1,1,1,1.9811509344102738,2.095533647194997,1.6454647318226236
0,0,0,1,0,1,1,0,0,0,1.2971272129365634,1.4111775078028523,1.363865233904199
0,0,0,1,0,1,1,0,0,1,1.6068986993043304,1.7547923459544823,1.5706645052765726
0,0,0,1,0,1,1,0,1,0,1.6996908080756723,1.843747177721961,1.5873656530095972
0,0,0,1,0,1,1,0,1,1,1.9172784239585083,2.066620202411983,1.7553537437434539
0,0,0,1,0,1,1,1,0,0,1.6688876044649872,1.806101556070758,1.6254404001623795
0,0,0,1,0,1,1,1,0,1,1.890924836311722,2.0324682386166706,1.7840145948053614
0,0,0,1,0,1,1,1,1,0,1.962153327692127,2.0885281155261306,1.79850759135236
0,0,0,1,0,1,1,1,1,1,2.1342034101331055,2.2599245273901283,1.9327238969143254
0,0,0,1,1,0,0,0,0,0,1.052167488987584,1.1298442332753107,0.8687238693372359
0,0,0,1,1,0,0,0,0,1,1.4332605774394322,1.5687329758205921,1.1805235038458666
0,0,0,1,1,0,0,0,1,0,1.5408202547266978,1.6799371014163724,1.211951259184232
0,0,0,1,1,0,0,0,1,1,1.7927396395496793,1.9379598567491167,1.443222848217452
0,0,0,1,1,0,0,1,0,0,1.4973013776185202,1.6355413641649292,1.2680927424081314
0,0,0,1,1,0,0,1,0,1,1.757775317750248,1.8993049846382204,1.484548968938398
0,0,0,1,1,0,0,1,1,0,1.8374184565110208,1.960600209376771,1.5043399865364522
0,0,0,1,1,0,0,1,1,1,2.031444607555383,2.154839812803412,1.678440035626955
0,0,0,1,1,0,1,0,0,0,1.399216064091254,1.514338486607013,1.3939853286500203
0,0,0,1,1,0,1,0,0,1,1.6820871736965806,1.8301630379497018,1.5968339409088088
0,0,0,1,1,0,1,0,1,0,1.766986277110591,1.9116098067601213,1.6111519797389744
0,0,0,1,1,0,1,0,1,1,1.9706096280598868,2.123336893298763,1.7772751749617675
0,0,0,1,1,0,1,1,0,0,1.7371692909946663,1.877835838955004,1.6497804306021453
0,0,0,1,1,0,1,1,0,1,1.9452421430517837,2.0924067136704116,1.8069125442130305
0,0,0,1,1,0,1,1,1,0,2.011727583249505,2.1421199922828125,1.8184439875872511
0,0,0,1,1,0,1,1,1,1,2.175457893557131,2.307970496438114,1.9518688587937225
0,0,0,1,1,1,0,0,0,0,1.256864738998894,1.3139004442120608,1.1735229161686531
0,0,0,1,1,1,0,0,0,1,1.5783969184181226,1.7037686260210074,1.411952968116068
0,0,0,1,1,1,0,0,1,0,1.6722319503790812,1.8108230210851606,1.437250025365143
0,0,0,1,1,1,0,0,1,1,1.8972929294713332,2.0448919718947276,1.6257937022337332
0,0,0,1,1,1,0,1,0,0,1.633988619747914,1.7762456000523992,1.4828272246725511
0,0,0,1,1,1,0,1,0,1,1.8641242657735329,2.01232624801552,1.659787632972873
0,0,0,1,1,1,0,1,1,0,1.937453015542328,2.073464717048429,1.6778055848872016
0,0,0,1,1,1,0,1,1,1,2.1141711279543487,2.250038004022705,1.8256370514343185
0,0,0,1,1,1,1,0,0,0,1.5501086156663144,1.651099242135112,1.5897494934776766
0,0,0,1,1,1,1,0,0,1,1.797381041648801,1.9393945597734892,1.7586232122446437
0,0,0,1,1,1,1,0,1,0,1.8748470941712556,2.018292132209676,1.7706801389025089
0,0,0,1,1,1,1,0,1,1,2.059558327306979,2.2135723069497155,1.91381983641902
0,0,0,1,1,1,1,1,0,0,1.8474904913816972,1.9906609135079325,1.80286962664625
0,0,0,1,1,1,1,1,0,1,2.0350797874237405,2.1870155480562232,1.9383511278251262
0,0,0,1,1,1,1,1,1,0,2.097611464636018,2.2364899363552335,1.9488397810959186
0,0,0,1,1,1,1,1,1,1,2.2485247637561847,2.3896661951317744,2.066815619582393
0,0,1,0,0,0,0,0,0,0,-0.37170171919689493,-0.6415316236822717,-0.46131359955594553
0,0,1,0,0,0,0,0,0,1,0.6885522510625959,0.8260797110808766,0.3927401499258129
0,0,1,0,0,0,0,0,1,0,0.9058292990103067,1.0183055971260158,0.46046938799894915
0,0,1,0,0,0,0,0,1,1,1.3377082170130477,1.460096283341987,0.8946769299838079
0,0,1,0,0,0,0,1,0,0,0.8344098713075567,0.9108336150731879,0.5781863027775958
0,0,1,0,0,0,0,1,0,1,1.2846752829617105,1.3875782008384907,0.9688615780887784
0,0,1,0,0,0,0,1,1,0,1.4135113198653833,1.479403647476282,1.0044283377550303
0,0,1,0,0,0,0,1,1,1,1.6965881097200275,1.7740018456899813,1.2768074990834872
0,0,1,0,0,0,1,0,0,0,0.6123413775347468,0.7262076287050002,0.8169313459784153
0,0,1,0,0,0,1,0,0,1,1.1501785573811991,1.3139668306804255,1.1536229592321563
0,0,1,0,0,0,1,0,1,0,1.2946325509805863,1.4321741970766495,1.1773672283444632
0,0,1,0,0,0,1,0,1,1,1.6047302308780855,1.7486509315158623,1.4230257740881211
0,0,1,0,0,0,1,1,0,0,1.2449180679421301,1.3724417233143913,1.241412586630408
0,0,1,0,0,0,1,1,0,1,1.5673698612592561,1.701399754276294,1.4701609063509689
0,0,1,0,0,0,1,1,1,0,1.6658764627626033,1.7683308401042728,1.4891096889491007
0,0,1,0,0,0,1,1,1,1,1.8920901478320729,1.9976731906788159,1.6701614555533069
0,0,1,0,0,1,0,0,0,0,0.2997115671510509,0.04981019495265368,0.37211984275907
0,0,1,0,0,1,0,0,0,1,0.9747076570505341,1.090500431704794,0.8408570866877784
0,0,1,0,0,1,0,0,1,0,1.1402509810535453,1.2666097614686498,0.8856444259341456
0,0,1,0,0,1,0,0,1,1,1.4977406266359372,1.6379607853677705,1.192661587996294
0,0,1,0,0,1,0,1,0,0,1.0854128461800954,1.1896195139296235,0.9612241774063349
0,0,1,0,0,1,0,1,0,1,1.4500272604625815,1.5799204400600413,1.2443601755566325
0,0,1,0,0,1,0,1,1,0,1.5618577336289052,1.667530360791734,1.2717992824273643
0,0,1,0,0,1,0,1,1,1,1.8091946338744649,1.920591838649216,1.4868677179461953
0,0,1,0,0,1,1,0,0,0,0.918789748562013,0.9918233033039658,1.1358945649165457
0,0,1,0,0,1,1,0,0,1,1.3406337499813803,1.4926208245833001,1.3916333363236335
0,0,1,0,0,1,1,0,1,0,1.460197359934249,1.6056388074071941,1.4103911154374589
0,0,1,0,0,1,1,0,1,1,1.7291657604855888,1.8849618375590114,1.6106157563651338
0,0,1,0,0,1,1,1,0,0,1.4206819667707369,1.5569932871637804,1.459009150559184
0,0,1,0,0,1,1,1,0,1,1.6963032141961114,1.8442224335554154,1.6458082339471443
0,0,1,0,0,1,1,1,1,0,1.7845589352697344,1.9100300722429429,1.66263688590198
0,0,1,0,0,1,1,1,1,1,1.9865133042279517,2.114941384142432,1.8168994289785103
0,0,1,0,1,0,0,0,0,0,0.5535443780535224,0.47199986008703165,0.4739639821861597
0,0,1,0,1,0,0,0,0,1,1.1106386070234353,1.2462067663813028,0.9124483631954325
0,0,1,0,1,0,0,0,1,0,1.2548352260455724,1.3906559634564393,0.9453838351533268
0,0,1,0,1,0,0,0,1,1,1.5757582345641417,1.7286396921585885,1.2397923901123342
0,0,1,0,1,0,0,1,0,0,1.2077007614577888,1.3359477760573513,1.025230300576133
0,0,1,0,1,0,0,1,0,1,1.5368670576636987,1.683571732089501,1.2968394090184778
0,0,1,0,1,0,0,1,1,0,1.636313387315328,1.7552651606962357,1.3179260259781809
0,0,1,0,1,0,0,1,1,1,1.8678805780447145,1.9932440711664976,1.5267242201420936
0,0,1,0,1,0,1,0,0,0,1.058910950677542,1.1513303624019904,1.1762894489899933
0,0,1,0,1,0,1,0,0,1,1.4338519262028937,1.593996617006917,1.4265666424210706
0,0,1,0,1,0,1,0,1,0,1.539733745192101,1.6927643016037586,1.4404660303022008
0,0,1,0,1,0,1,0,1,1,1.7897807166091446,1.9539706491984636,1.636521663468856
0,0,1,0,1,0,1,1,0,0,1.5088466992884049,1.654250671203161,1.491003565366255
0,0,1,0,1,0,1,1,0,1,1.76324171522142,1.9202715838384437,1.6757661412446634
0,0,1,0,1,0,1,1,1,0,1.8419015254626927,1.976407356792223,1.6877351675311678
0,0,1,0,1,0,1,1,1,1,2.034194745763377,2.1717901028324325,1.8401233317392724
0,0,1,0,1,1,0,0,0,0,0.8743893529313573,0.759965984630278,0.8903112726832667
0,0,1,0,1,1,0,0,0,1,1.308498737305763,1.4130871388162536,1.1993765651081008
0,0,1,0,1,1,0,0,1,0,1.4273265764939373,1.552914238643902,1.226794789453122
0,0,1,0,1,1,0,0,1,1,1.7058121346572337,1.8518484679912341,1.4561761918648988
0,0,1,0,1,1,0,1,0,0,1.3870558364240522,1.5090678941315852,1.2850044636419369
0,0,1,0,1,1,0,1,0,1,1.6683237631856564,1.8132368354669983,1.498943242858473
0,0,1,0,1,1,0,1,1,0,1.7581891612467524,1.8864568755240925,1.5190629755047214
0,0,1,0,1,1,0,1,1,1,1.965191266702855,2.0986503033523105,1.6916348360429616
0,0,1,0,1,1,1,0,0,0,1.2647387160354386,1.326333473745845,1.4092785905149527
0,0,1,0,1,1,1,0,0,1,1.5804948127560343,1.7212748495066803,1.6112219529425025
0,0,1,0,1,1,1,0,1,0,1.6725874789074688,1.8183853886774708,1.6242258424790863
0,0,1,0,1,1,1,0,1,1,1.895523514104521,2.0552654641849446,1.7893889858989587
0,0,1,0,1,1,1,1,0,0,1.645576106982434,1.7859619306640353,1.664329865967098
0,0,1,0,1,1,1,1,0,1,1.8702342311613944,2.0255046859596293,1.8201018028098876
0,0,1,0,1,1,1,1,1,0,1.9428037866777685,2.08254977628431,1.8323668355491163
0,0,1,0,1,1,1,1,1,1,2.1174437772752635,2.2607729391305225,1.9647222280767167
0,0,1,1,0,0,0,0,0,0,0.9236177186959612,0.9699124300638484,0.7194698779513413
0,0,1,1,0,0,0,0,0,1,1.347216922940409,1.4688131178764543,1.070541037471504
0,0,1,1,0,0,0,0,1,0,1.465839849425421,1.5928200836331463,1.1062556334004807
0,0,1,1,0,0,0,0,1,1,1.7343325174281066,1.869596257360906,1.3586996997616152
0,0,1,1,0,0,0,1,0,0,1.4228193422740252,1.539584933002497,1.1708721201158283
0,0,1,1,0,0,0,1,0,1,1.6989246724685012,1.8260652048331372,1.4061305364557628
0,0,1,1,0,0,0,1,1,0,1.786796077546109,1.8947149594256973,1.4284431288046555
0,0,1,1,0,0,0,1,1,1,1.9894771036900265,2.099297469402241,1.6144848667605722
0,0,1,1,0,0,1,0,0,0,1.3092457798794184,1.409583878149743,1.3075481309699502
0,0,1,1,0,0,1,0,0,1,1.616573040944801,1.7536858486220956,1.5263221051314997
0,0,1,1,0,0,1,0,1,0,1.7097414651777096,1.8427689255730184,1.5423517504742585
0,0,1,1,0,0,1,0,1,1,1.9244191240104411,2.067018765996809,1.719111450163089
0,0,1,1,0,0,1,1,0,0,1.6756258037880056,1.8068187913342892,1.5878148931748495
0,0,1,1,0,0,1,1,0,1,1.8977922016600852,2.0341177724250854,1.7536491880386438
0,0,1,1,0,0,1,1,1,0,1.9698759202213545,2.0891474621316166,1.767203460606075
0,0,1,1,0,0,1,1,1,1,2.141159197742427,2.2618661449544226,1.9069329456764654
0,0,1,1,0,1,0,0,0,0,1.1542839674819163,1.178759380444631,1.0603423642396366
0,0,1,1,0,1,0,0,0,1,1.5037929597011264,1.6166559615504568,1.3237171984375788
0,0,1,1,0,1,0,0,1,0,1.6061127686491428,1.7341225197090082,1.3497596639956306
0,0,1,1,0,1,0,0,1,1,1.844226536983848,1.984579926367855,1.5545487912985236
0,0,1,1,0,1,0,1,0,0,1.5670362845326562,1.6905507518672456,1.4003653566697452
0,0,1,1,0,1,0,1,0,1,1.8096207951588632,1.9461634022766634,1.5919282355789557
0,0,1,1,0,1,0,1,1,0,1.8906684750052778,2.013167725950532,1.609910809248214
0,0,1,1,0,1,0,1,1,1,2.0745072516457492,2.199620560308843,1.7682291307368803
0,0,1,1,0,1,1,0,0,0,1.4746873135222656,1.558834835416327,1.5154887803388648
0,0,1,1,0,1,1,0,0,1,1.7398411314003315,1.871464185616936,1.697495160076382
0,0,1,1,0,1,1,0,1,0,1.8229493852489065,1.956663876400208,1.7095503934020158
0,0,1,1,0,1,1,0,1,1,2.0170548167878666,2.163331046176225,1.8618099667629155
0,0,1,1,0,1,1,1,0,0,1.7928103388782874,1.9258541604475643,1.746029102420585
0,0,1,1,0,1,1,1,0,1,1.991510419671231,2.133803419956555,1.8895905320975555
0,0,1,1,0,1,1,1,1,0,2.058706860701861,2.1877240794033055,1.9004958764094764
0,0,1,1,0,1,1,1,1,1,2.215863953503015,2.3475970659697545,2.024513652850189
0,0,1,1,1,0,0,0,0,0,1.2739101529859218,1.3103706786734661,1.1065538227041756
0,0,1,1,1,0,0,0,0,1,1.5872873772766223,1.7055821714066297,1.3636625447884811
0,0,1,1,1,0,0,0,1,0,1.6817916610171326,1.8102234495214617,1.3867332607552894
0,0,1,1,1,0,0,0,1,1,1.901864457949931,2.0478461513613375,1.5869969717792796
0,0,1,1,1,0,0,1,0,0,1.6449743357609676,1.7730153859485842,1.436980227086603
0,0,1,1,1,0,0,1,0,1,1.8712624782624385,2.01405883018808,1.6253892296704142
0,0,1,1,1,0,0,1,1,0,1.9453923561201782,2.0729806714556562,1.6401194297691444
0,0,1,1,1,0,0,1,1,1,2.1200135892437086,2.252880105161923,1.7961531646961364
0,0,1,1,1,0,1,0,0,0,1.5578054971786688,1.6479105647890078,1.5405092684942459
0,0,1,1,1,0,1,0,0,1,1.8036279393365535,1.9397334351163225,1.7201822884800873
0,0,1,1,1,0,1,0,1,0,1.880406383892424,2.0176746651753423,1.731101814042842
0,0,1,1,1,0,1,0,1,1,2.0637233207418877,2.215486009300384,1.8815193936395578
0,0,1,1,1,0,1,1,0,0,1.8525001363994609,1.9899279908224856,1.7677224514963708
0,0,1,1,1,0,1,1,0,1,2.0404520507340407,2.1889910385683535,1.9105348445815469
0,0,1,1,1,0,1,1,1,0,2.1027747063516005,2.237139511965378,1.9192515936315995
0,0,1,1,1,0,1,1,1,1,2.2536265539216673,2.392380544941355,2.0423846502885454
0,0,1,1,1,1,0,0,0,0,1.4423677234191747,1.4601600494431848,1.3527509145589631
0,0,1,1,1,1,0,0,0,1,1.7143796047604567,1.816770984843303,1.5582444177439967
0,0,1,1,1,1,0,0,1,0,1.798099309715582,1.9179093719237315,1.577520614412557
0,0,1,1,1,1,0,0,1,1,1.9974138091115787,2.1368825535433573,1.7457942412730483
0,0,1,1,1,1,0,1,0,0,1.7635449538890848,1.888378394284429,1.619409219986152
0,0,1,1,1,1,0,1,0,1,1.966534541133399,2.107820052112665,1.777575066779905
0,0,1,1,1,1,0,1,1,0,2.0362495615722493,2.1664067701926033,1.7911671392118143
0,0,1,1,1,1,0,1,1,1,2.1965362032644276,2.332720428822454,1.9266277404871797
0,0,1,1,1,1,1,0,0,0,1.6893721761146248,1.7635055641057669,1.7111852781474772
0,0,1,1,1,1,1,0,0,1,1.9080392877793262,2.0323129889757308,1.8637957991331322
0,0,1,1,1,1,1,0,1,0,1.978118358177261,2.107935312166639,1.872587559613752
0,0,1,1,1,1,1,0,1,1,2.146257655055429,2.2922976618993336,2.0042796875076574
0,0,1,1,1,1,1,1,0,0,1.9519386582895963,2.0851137463867153,1.9038181236626628
0,0,1,1,1,1,1,1,0,1,2.1229118018025384,2.269128300757424,2.028781515728036
0,0,1,1,1,1,1,1,1,0,2.181980310810047,2.3168902394244526,2.036311748305459
0,0,1,1,1,1,1,1,1,1,2.321873945360599,2.4619445124051533,2.1466095123781024
0,1,0,0,0,0,0,0,0,0,0.5338012844548624,0.6506997894509244,0.3550481286708273
0,1,0,0,0,0,0,0,0,1,1.1213108865874855,1.2519943512203908,0.8389654443548804
0,1,0,0,0,0,0,0,1,0,1.2684948777320835,1.3665364261087691,0.8751465675555484
0,1,0,0,0,0,0,0,1,1,1.596234047424014,1.693140585368103,1.185747939058975
0,1,0,0,0,0,0,1,0,0,1.218687262415741,1.299151464599638,0.95567464619772
0,1,0,0,0,0,0,1,0,1,1.5529041911152552,1.6445867879354363,1.2473913182577976
0,1,0,0,0,0,0,1,1,0,1.6530511357435063,1.7065833886078519,1.2678873928133025
0,1,0,0,0,0,0,1,1,1,1.8857748133952432,1.9481420307024708,1.4871888256902857
0,1,0,0,0,0,1,0,0,0,1.0627717565312018,1.1994250865484242,1.129320831024283
0,1,0,0,0,0,1,0,0,1,1.4458066978492783,1.5955293682361242,1.392000893879369
0,1,0,0,0,0,1,0,1,0,1.5534249006787098,1.6783258905232836,1.4085631003565413
0,1,0,0,0,0,1,0,1,1,1.8063511649894997,1.9313209062834096,1.609076647307908
0,1,0,0,0,0,1,1,0,0,1.517604320996206,1.6318656237942146,1.4564395857210346
0,1,0,0,0,0,1,1,0,1,1.773470992384529,1.89514853206543,1.6488061314388236
0,1,0,0,0,0,1,1,1,0,1.8545107858275485,1.9447341917120087,1.661616227244039
0,1,0,0,0,0,1,1,1,1,2.0472073648530698,2.1417981570178055,1.8184781823421672
0,1,0,0,0,1,0,0,0,0,0.8632138013985272,0.9566080066060927,0.8181950287648838
0,1,0,0,0,1,0,0,0,1,1.3160252913253228,1.4551667791945708,1.1485992306757695
0,1,0,0,0,1,0,0,1,0,1.432885049523614,1.5700954591982867,1.1754268955290779
0,1,0,0,0,1,0,0,1,1,1.7172181318859525,1.8510301946884304,1.4163589452813568
0,1,0,0,0,1,0,1,0,0,1.3931387904809849,1.5192987428373588,1.238234598501991
0,1,0,0,0,1,0,1,0,1,1.6792261581920067,1.811591646445129,1.464602863887988
0,1,0,0,0,1,0,1,1,0,1.7668069529752992,1.875954034792208,1.4830903646015983
0,1,0,0,0,1,0,1,1,1,1.975650443578549,2.0856101772654094,1.663302496251042
0,1,0,0,0,1,1,0,0,0,1.2659344694468615,1.3978118475389711,1.3737088564634297
0,1,0,0,0,1,1,0,0,1,1.587094828571329,1.7459734466564774,1.584285539106052
0,1,0,0,0,1,1,0,1,0,1.6802989803796844,1.82845701300267,1.597545148185823
0,1,0,0,0,1,1,0,1,1,1.9053343406830245,2.055129629816212,1.7671419153928085
0,1,0,0,0,1,1,1,0,0,1.6501889465800432,1.7913641832969487,1.6378817641849124
0,1,0,0,0,1,1,1,0,1,1.8761192038155878,2.0241958650501357,1.7993720169628162
0,1,0,0,0,1,1,1,1,0,1.9503210700848947,2.075176236836323,1.8115838737967804
0,1,0,0,0,1,1,1,1,1,2.125663329754664,2.252333530941763,1.9478648001924048
0,1,0,0,1,0,0,0,0,0,1.0244658512838511,1.1199771206756775,0.8816727394134736
0,1,0,0,1,0,0,0,0,1,1.4166114369165006,1.5570459027962509,1.1940902576114387
0,1,0,0,1,0,0,0,1,0,1.526681928317727,1.659217751049249,1.2200359589200962
0,1,0,0,1,0,0,0,1,1,1.7864429281337546,1.9195733997373774,1.4508950167754457
0,1,0,0,1,0,0,1,0,0,1.4866835541774115,1.6155798227563054,1.2783891462576942
0,1,0,0,1,0,0,1,0,1,1.7491136052183305,1.8840383471972375,1.4963811933848155
0,1,0,0,1,0,0,1,1,0,1.8316450056884717,1.9415083112752802,1.5148157935029962
