,1,2,3,4,5,6,7,8,9,10,11,12,13
1,3.938086741484642,-0.8042251406488076,-0.13887761046226899,-0.2504149972999516,-0.4161578545293281,-0.3588710804074397,-0.6915218774186707,-0.4896426462335286,-0.007297578849659516,-0.049970982474879876,-0.30994498549940647,-0.5945855189823482,-0.12674455527065642
2,-0.20675005007854436,2.942218829364874,-0.25680078061975836,-0.28204266546805623,-0.32580544549092605,-0.37804320891709753,-0.4838319911095601,-0.05438009893356456,-0.048931765400267,-0.048571906871426165,-0.05816104094810742,-0.39403730523908026,-0.3990507390679562
3,-0.12892658180362102,-0.9300870894484162,1.5647668448026562,-0.044641530900271405,-0.38807300484401974,-0.1908833327669017,-0.24869168909740852,-0.1121340275572383,-0.2549427721401272,-0.04754827644732023,-0.00788296528409054,-0.2080092981972862,-0.5328943257943479
4,-0.21136728970468338,-0.8999762748741233,-0.03915042980894077,3.120350357576675,-0.08074036308396537,-0.7003060939272521,-0.6392361371393582,-0.09487898782513057,-0.0011392532331388318,-0.005405240166405741,-0.14433510472986788,-0.6704989507171001,-0.027865817010999636
5,-0.3674134284887418,-1.0975831997193881,-0.3646261493385981,-0.08469272383472795,4.3793730098265335,-0.21068283711726635,-0.46192962867509413,-0.2701647786279711,-0.09193646836554349,-0.13933628634988623,-0.10479161137526354,-0.3382412505924372,-0.5981229013073265
6,-0.22900041767019247,-0.926760322322098,-0.12923219882424902,-0.532129615526291,-0.152907599877111,3.5187349398760417,-0.722672271874205,-0.16917877647994958,-0.007395942525216158,-0.003904891362486513,-0.04109599920665506,-0.8594569743469015,-0.04426650367123507
7,-0.3704727036070616,-0.9891793361184423,-0.14154551591200723,-0.4087133406532076,-0.2773414470789655,-0.6093559306085142,4.093688496200823,-0.25338555109399313,-0.008250371869658685,-0.01565960942800639,-0.11680358342572783,-0.7745021383321815,-0.08987878822765161
8,-0.055214104942557074,-0.024556994864114758,-0.013515807636227638,-0.013038062139407747,-0.03473511576418202,-0.030914368227352284,-0.05425929693149932,0.4151000489197618,-0.004300693277824228,-0.009144734670674403,-0.0939437860307046,-0.061169125628268026,-0.009442287294293151
9,-0.0029717532652736947,-0.07646264058567594,-0.1111049985079271,-0.0005623676112517353,-0.044838508781496186,-0.004928054443998852,-0.006918029716916338,-0.01555732999043026,1.1901832259691294,-0.0984731808537226,-2.8611397244709008e-05,-0.004549054542841962,-0.768882611989093
10,-0.046769675671123466,-0.16785167750205532,-0.047946336440779225,-0.005611222556947949,-0.14934776263620528,-0.005161603558507816,-0.024914233000736006,-0.07457312423667062,-0.22731345596371136,1.3491090799310916,-0.2907572913961525,-0.009756439551022759,-0.9577534144530286
11,-0.1668960600933384,-0.11945492083126448,-0.004248250399651334,-0.09202076555775418,-0.06070363814529041,-0.034692658463101864,-0.11798765211445263,-0.4353055788377284,-3.604106059203339e-05,-0.13128277463075966,1.800765836826542,-0.07318112350811017,-0.023923225612724693
12,-0.3448244577125475,-0.8663261643364721,-0.12613324944391507,-0.455414603074105,-0.22625917512736368,-0.7746926144959632,-0.8384155375770355,-0.3088293350016943,-0.006866074968183483,-0.006984900631825877,-0.08046087408256143,4.69086999702513,-0.055918731987499935
13,-0.053705343909239395,-0.6758176807743536,-0.24916787565629922,-0.015221196681716991,-0.3051422130989318,-0.03178419601641255,-0.07871297535054803,-0.03510801189752783,-0.8133062393351892,-0.40935133571152316,-0.019048281416254496,-0.042179425692381256,3.3438944462622633
