"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3","-0.01, 117.269, 24.958, 11.793, 80.561, 16.556, 14.811, -89.934, 62.625, 90.496, 114.714, 49.242, 82.27, -75.52, 0.608, -13.933, -4.266, 0.326, -60.166, 2.131, -4.548, 92.325, 25.178, 55.932, 29.35, -1.21, -3.906, 6.342",-4401.80180610241,1,8859.60361220483
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, dummy25, dummy26, dummy27","-0.01, 0.184, 0.203, 1.944, -0.121, 1.593, 1.256, 1.422, 1.185, 1.293, 2.58, 0.096, 0.239, 1.064, 0.608, 4.243, 4.044, 0.326, 2.915, 2.131, 0.969, 0.2, 0.482, 0.849, 0.642, 4.548, 1.532, 1.966",-4401.80180610241,1,8859.60361220483
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.PC1","-0.01, 116.915, 24.91, 11.77, 80.325, 16.507, 14.776, -89.618, 62.468, 90.249, 113.968, 49.127, 81.905, -75.192, 0.608, -13.862, -4.249, 0.326, -59.883, 2.13, -4.512, 91.776, 25.068, 55.685, 29.079, -1.201, -3.895, 6.316, -0.038",-4401.72821485494,0.70124,8861.45642970989
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.01, 116.903, 24.908, 11.769, 80.318, 16.506, 14.775, -89.609, 62.463, 90.241, 113.95, 49.122, 81.895, -75.183, 0.608, -13.86, -4.248, 0.326, -59.876, 2.13, -4.511, 91.763, 25.065, 55.679, 29.072, -1.201, -3.895, 6.316, -0.038, 0.002",-4401.72643838326,0.9274,8863.45287676652
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.015, 137.949, 31.56, 14.474, 96.299, 20.204, 18.072, -114.678, 76.504, 109.488, 121.604, 60.846, 93.169, -92.09, 0.639, -15.007, -5.445, 0.424, -74.082, 2.357, -4.034, 100.046, 29.732, 62.352, 28.366, -1.344, -4.696, 7.123, -0.515, -0.056, 0.54",-4395.99574741757,0.00884,8853.99149483513
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.price, sd.PC1","-0.011, 109.265, 23.34, 11.087, 75.027, 15.426, 13.859, -83.644, 58.646, 84.585, 105.52, 46.007, 76.119, -70.016, 0.624, -12.75, -3.876, 0.368, -55.666, 2.207, -4.269, 84.925, 23.222, 51.679, 26.593, -1.099, -3.65, 5.886, 0.005, 0.071",-4401.42098170602,0.6833,8862.84196341204
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.01, 106.849, 22.936, 10.939, 73.447, 15.145, 13.635, -81.846, 57.437, 82.77, 102.243, 45.092, 74.217, -68.302, 0.623, -12.37, -3.788, 0.367, -54.27, 2.202, -4.105, 82.406, 22.662, 50.417, 25.508, -1.061, -3.581, 5.75, 0.005, 0.111, -0.039",-4401.0721269401,0.69168,8864.14425388019
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20, dummy21, dummy22, dummy23, dummy24, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.015, 137.949, 31.56, 14.474, 96.299, 20.204, 18.072, -114.678, 76.504, 109.488, 121.604, 60.846, 93.169, -92.09, 0.639, -15.007, -5.445, 0.424, -74.082, 2.357, -4.034, 100.046, 29.732, 62.352, 28.366, -1.344, -4.696, 7.123, 0, -0.515, -0.056, 0.54",-4395.99574741757,0.02048,8855.99149483513
