"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, -107.544, -2.911, 12.947, -1.547, 8.575, 0.164, 1.729, -1.034, 0.403, -0.003, -0.669, -1.971, 0.198, 0.072",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.085, -107.546, -2.911, 12.947, -1.547, 8.575, 0.164, 1.729, -1.034, 0.403, -0.003, -0.669, -1.971, 0.198, 0.072, 0",-2307.89461731792,0.99645,4647.78923463583
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.084, -108.611, -2.918, 12.966, -1.55, 8.536, 0.188, 1.762, -1.034, 0.417, 0.011, -0.665, -1.991, 0.196, 0.074, -0.001, 0.017",-2307.81851790848,0.92671,4649.63703581696
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.113, -395.116, -7.233, -7.839, -4.793, -7.578, -0.593, 7.433, -1.709, 4.735, 4.33, 0.729, -7.097, -0.072, -0.583, 0.069, 0.003, 0.646",-2306.19182527941,0.33321,4648.38365055882
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.085, -106.812, -2.887, 12.698, -1.528, 8.419, 0.175, 1.679, -1.021, 0.393, -0.013, -0.665, -1.944, 0.195, 0.071, 0.002, -0.025",-2307.77426565279,0.8866,4649.54853130558
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.085, -106.964, -2.889, 12.711, -1.529, 8.42, 0.177, 1.685, -1.022, 0.395, -0.011, -0.665, -1.948, 0.195, 0.071, 0.002, -0.024, 0.006",-2307.75708695813,0.96464,4651.51417391626
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.16, -2661.908, -18.848, -457.343, -7.586, -411.034, 34.062, 19.147, 12.787, 44.552, 44.155, 26.212, -37.123, -10.756, -4.874, 0.145, 8.089, 7.62, 4.811",-2301.13598240668,0.00901,4640.27196481335
