"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, 1.068, 1.242, 1.839, 6.997, 1.441, 17.566, 2.592, 23.481, 4.335, 4.35, 4.282, -0.003, -0.048, -0.14",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.085, 1.068, 1.243, 1.839, 7.004, 1.441, 17.576, 2.594, 23.494, 4.337, 4.353, 4.285, -0.003, -0.048, -0.141, 0.001",-2307.89251482712,0.94818,4647.78502965424
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.086, 0.987, 1.359, 1.894, 7.443, 1.485, 18.811, 2.759, 25.184, 4.55, 4.595, 4.758, -0.005, -0.045, -0.152, 0.002, 0.01",-2307.54432500434,0.70448,4649.08865000868
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.092, -6.38, 9.071, 4.391, 33.275, 4.317, 95.267, 12.792, 124.932, 16.434, 18.296, 29.744, -0.22, 0.323, -0.92, -0.039, 0.412, 0.052",-2306.7097143948,0.49928,4649.4194287896
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.085, 1.068, 1.247, 1.843, 7.049, 1.442, 17.65, 2.605, 23.585, 4.352, 4.369, 4.304, -0.003, -0.048, -0.141, 0.002, 0.003",-2307.86936064265,0.97505,4649.73872128529
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.079, -27.763, 32.212, 10.798, 118.789, 12.611, 346.795, 43.318, 443.034, 50.849, 58.742, 104.234, -0.957, 1.197, -3.309, 0.448, 0.422, 1.505",-2305.31791908186,0.1609,4646.63583816373
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.057, -31.99, 36.466, 12.063, 133.894, 14.216, 390.995, 48.794, 497.262, 57.04, 65.973, 117.716, -1.09, 1.369, -3.737, 0.51, 0.477, 1.713, 0.059",-2304.0566347759,0.10419,4646.1132695518
