,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0,0.035791212802745706,0.03368258603681635,0.04210921418182865,0.06736744039808447,0.18315533810988438,0.08841734350496135,0.07158220707698341,0.20420014643194787,0.15158650455762482,0.04421460575753605,0.03578560496901573,0.04210779617257045
2,0.045835087297852475,0.0,0.033329296749677585,0.041666478220796915,0.06666386464500137,0.18125512753265893,0.08750304749554409,0.07083402308588453,0.20207894708426713,0.15000082131672096,0.043749498898289274,0.03541667259781338,0.041667135075493696
3,0.04573697390273785,0.03533939896008012,0.0,0.04157914478985432,0.066528270560887,0.18087240248729403,0.08731643670223958,0.07068356357798185,0.20166124690967768,0.14969445629986286,0.043668056435557455,0.035340291532876385,0.04157975784095087
4,0.04612525885152763,0.03563898425266599,0.033541461159491234,0.0,0.06708910425982235,0.1823845262205293,0.0880444686723034,0.07128163046838884,0.20334349106972593,0.1509500265645112,0.044032782566593306,0.035638277402736014,0.04192998851170463
5,0.04731117226670402,0.03655636502005448,0.0344082328670411,0.043014786242592556,0.0,0.18709554809102324,0.09032174653174914,0.0731197820355648,0.20858832933074742,0.15484496460788005,0.04516583655476588,0.036561312705621185,0.04301192374625657
6,0.053654756135039526,0.0414697993145146,0.03902004162969711,0.04877403530533311,0.07804432334210487,0.0,0.10247249839527033,0.08293084445414392,0.236588463132678,0.1756149573866546,0.05119179969386823,0.04145827249915677,0.04878020871153843
7,0.04834766550411284,0.03736591607927942,0.035161858080649463,0.04395010346914331,0.07032788354098513,0.19123639464753242,0.0,0.07472676499184012,0.21318936260677046,0.15823819007719467,0.046137510728739874,0.0373610170693103,0.04395733320444233
8,0.04751906878500078,0.036717262225627434,0.034553251444058755,0.043199419773140776,0.06911456926128563,0.1879064612534407,0.09071318378578774,0.0,0.2094953004013845,0.15551391579099177,0.04535508922455363,0.036714403075000214,0.04319807497972794
9,0.05499165621609556,0.04249824985671651,0.03999844366125455,0.04999214287348121,0.07998767831378224,0.21752956357434527,0.10501533235894779,0.08500238569285708,0.0,0.1799877577299198,0.05248058568961376,0.04251433908363761,0.05000186494934852
10,0.05177283083131249,0.039999813980303695,0.03765199381066406,0.04706706248280739,0.07529814941408725,0.20470705103277187,0.09881716049857968,0.08000774040569085,0.22820025867894284,0.0,0.04942171127600686,0.03999242975562311,0.04706379783321043
11,0.046223537126879016,0.03571453671814726,0.03362293504343219,0.04202562985346079,0.06723241987332117,0.1827570821235277,0.0882224693120097,0.07142945823799242,0.20376751823738642,0.15127267718974013,0.0,0.03571383040183318,0.04201790588226984
12,0.045830143329142745,0.03541705068176504,0.03333054329997551,0.041666251319037326,0.06666936648089195,0.18124890300915192,0.08749968317834875,0.07083216251774661,0.2020926856023008,0.1499968466826747,0.04374934159449067,0.0,0.04166702230447469
13,0.04612364678014906,0.035639479525107175,0.03354189090865786,0.04192978776382861,0.067086105908874,0.18238824547779003,0.08805062742290265,0.0712800590229942,0.20334954443224565,0.15094684488823373,0.04402487112647179,0.03563889674274504,0.0
