"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.022, -5.031, -4.858, -3.542, -5.128, -3.955, -1.38, -4.055, -4.597, -3.484, -2.45, -4.693, -0.002, 0.039, 0.011",-1914.27403872159,1,3858.54807744319
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.022, -1.124, -0.988, -0.781, -1.232, -0.852, -0.578, 0.04, -1.253, -0.63, -0.949, -0.973, -0.461, -0.924, -1.266",-1914.27403872159,1,3858.54807744319
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","0.048, 76.661, 78.578, 73.626, 80.989, 49.149, 36.124, -247.516, 35.369, -39.576, -19.998, 128.304, 1.833, 0.383, 2.067, 1.62",-1912.41984466229,0.05414,3856.83968932458
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","0.253, -143.3, -135.242, -70.999, -166.294, -84.003, -1.604, -303.155, -108.764, -119.58, -60.539, -113.937, 2.234, 2.613, 1.708, 1.946, 1.613",-1909.64681580361,0.00978,3853.29363160722
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.137, -366.234, -359.514, -239.385, -378.111, -252.633, -67.663, -594.803, -291.245, -270.482, -137.435, -400.622, 0.014, 3.265, 1.173, -0.023, 2.359, 2.014",-1907.15702252987,0.0026,3850.31404505974
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.078, 77.898, 79.776, 75.645, 81.253, 52.339, 37.547, -255.665, 35.868, -41.069, -20.69, 131.723, 1.899, 0.395, 2.132, 0.366, 1.676",-1910.03247306923,0.01439,3854.06494613847
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.01, -12.601, -9.25, 5.081, -20.95, -4.242, 11.805, -173.647, -17.698, -48.667, -24.724, 13.158, 1.328, 0.871, 1.218, 0.497, 1.138, 0.514",-1906.23081752288,0.00109,3848.46163504576
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.259, -78.466, -71.141, -37.764, -98.345, -47.901, 5.827, -397.045, -72.487, -118.275, -60.85, -51.369, 2.297, 2.011, 2.166, 1.243, 1.975, 1.251, 0.666",-1902.25646409347,8e-05,3842.51292818695
