"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.022, 3.699, 2.46, 2.509, 2.756, -0.498, -83.319, -67.392, 1.059, 0.462, 1.09, 111.703, -0.068, -0.752, 2.253",-1914.27403872159,1,3858.54807744319
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.022, -1.124, -0.988, -0.781, -1.232, -0.852, -0.578, 0.04, -1.253, -0.63, -0.949, -0.973, -0.461, -0.924, -1.266",-1914.27403872159,1,3858.54807744319
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.016, 3.491, 2.337, 2.434, 2.627, -0.55, -76.029, -70.14, 0.937, 0.399, 0.915, 101.21, -0.21, -0.794, 2.061, -0.108",-1913.82405725342,0.34279,3859.64811450684
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","0.007, -2.089, -1.181, 3.856, -0.001, 1.425, 157.637, -253.249, -2.98, -0.339, -3.685, -245.233, -5.875, -3.19, -4.089, 3.796, -0.172",-1911.58050421982,0.06764,3857.16100843965
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","0.093, -10.266, -4.819, 2.141, -1.443, -0.233, -119.87, -421.181, -5.588, -0.684, -4.159, -1000.503, -3.564, -4.161, -6.778, 2.228, 2.407, 7.815",-1909.54620729934,0.02381,3855.09241459868
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.027, 3.278, 2.101, 2.526, 2.342, -1.742, -72.723, -76.222, 0.832, 0.45, 0.907, 95.999, -0.371, -0.871, 1.976, -0.132, 0.204",-1911.81825479127,0.0858,3857.63650958255
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.035, 0.798, 0.533, 1.663, 0.788, -4.848, 18.579, -242.582, -0.765, -0.311, -0.673, -47.54, -1.699, -1.942, -0.602, -0.304, 1.032, 1.494",-1910.36904028297,0.05011,3856.73808056594
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.093, -10.266, -4.819, 2.141, -1.443, -0.233, -119.87, -421.181, -5.588, -0.684, -4.159, -1000.503, -3.564, -4.161, -6.778, 0, 2.228, 2.407, 7.815",-1909.54620729934,0.05067,3857.09241459868
