,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0.0,0.008678818487560526,0.11191137146406421,0.01401173827245462,0.009529700008323812,0.055866202290584165,0.010099361229487314,0.012791801178105218,0.010634853127325138,0.18661820206509872,0.01603321226979678,0.013946871533175323,0.012931999220770431,0.0126236289209663,0.17193540715545208,0.0828143642577722,0.015440103682002215,0.01890867643403865,0.058918899780962986,0.03614764177432289,0.014642049431399792,0.013433059800006909,0.012988629568253413,0.01004769613775167,0.044736405337476914,0.017543980484283364,0.011988403684863752,0.014776922403701608
2,0.009470010882536876,0.0,0.02480399973616597,0.020701380489668676,0.005043471678518614,0.012393951054233153,0.13393960991949563,0.01310172735308562,0.013987873467506996,0.16442949315305275,0.016295540409124842,0.0028909983720230843,0.0006001882443297634,0.11048702526772788,0.08765965648449166,0.04571583404608836,0.01608383062022267,0.03642208876445218,0.05475850379928459,0.037440738418259345,0.010532648064395056,0.012661346159955233,0.12902240264672646,8.442609305086922e-05,0.007932161960337168,0.010520725865430132,0.0064853149066821355,0.016535052143154202
3,0.024266804991387298,0.004464251749242735,0.0,0.011975251513434993,0.011019842203702968,0.0772420784502065,0.005192221419946455,0.012440288300277193,0.009717225362800373,0.18533421224261626,0.015172012135424016,0.0198275182273251,0.024832125232896227,0.006936483422049212,0.19973334161521686,0.09507261843208913,0.014668021245822428,0.01621824814727357,0.05830276445846128,0.034105538199308505,0.015281784854100545,0.013138268897888829,0.00689723193621634,0.024513291929203755,0.0665926580991156,0.019602453306017082,0.01380850444650968,0.013644959181466519
4,0.018296813634541748,0.024349253052882217,0.07509750492778806,0.0,0.008242113141665328,0.03749063421139275,0.02904415840755136,0.014536183298097574,0.013204778235083224,0.20551202103731206,0.01892098261864555,0.009024217760032666,0.004821364029320606,0.03222911204941047,0.1478196585659459,0.07224782162918603,0.018149633244109377,0.025875631887421306,0.065336758490165,0.042854262985450496,0.015097810829158675,0.015134375030850931,0.034911785537904874,0.0022917062620771674,0.02500820390592464,0.016028530274508485,0.010417243220326812,0.01805744173324679
5,0.009484936519368452,0.004665047850018818,0.05371679550078251,0.006278921028359768,0.0,0.026977989728411058,0.01230471709058723,0.012780351057890266,0.012329372676744532,0.12030833736182989,0.00780729689472758,0.00809234754491521,0.012800578752838786,0.0073633990338902635,0.22603608973785352,0.14220636200424727,0.009647584449350936,0.05261027288427231,0.04904105926064402,0.01867134256371921,0.0080076693942339,0.009101660868059068,0.007592998450968448,0.007364341943707226,0.124671978310216,0.023527895612573912,0.019262232842662052,0.007348420637127201
6,0.021891920958584502,0.004313925530558788,0.1380532269158591,0.011080833521263683,0.01040826964809851,0.0,0.005086227447591212,0.011670306503834733,0.009215767367964076,0.17145134634104897,0.013958527237344105,0.017701824068293133,0.022512134730891975,0.006685780321650202,0.18775796131805017,0.09028308682879378,0.01359693896313318,0.01580972884133893,0.05430919478448914,0.0314529979629336,0.013953726977510772,0.012181803191752591,0.006655812033025385,0.022021083009758646,0.06380043970559775,0.01847934656865669,0.013081509499543184,0.012586279722433136
7,0.005745645739610779,0.08183507738588938,0.015283896752627013,0.013281970989173235,0.007594842227945123,0.0076198971385781885,0.0,0.015085180924227228,0.019121850576291368,0.13635135684233213,0.010826992467002269,0.002126989598471217,0.0005993515935342035,0.095761374552938,0.12151276315693794,0.07735778452463099,0.01321343233181045,0.09767576312874626,0.05673095156031593,0.026554014346010797,0.007815216945011668,0.011055614806420658,0.12211821240809852,5.297347969537859e-05,0.01793914212747836,0.015142048151000117,0.0103674335810427,0.011230222664179468
8,0.011534711251908409,0.011098304477675148,0.05459450247395909,0.010066001656305302,0.012701750923296845,0.02739078389602692,0.02371789356360072,0.0,0.014160309583877703,0.15240291832025687,0.011229301468651651,0.007548362089896436,0.007342507001800527,0.016144507305445015,0.20317312428208106,0.12191452668400894,0.01277930109889116,0.054380602294544944,0.058077985530177095,0.02589049105720533,0.0101171810926866,0.01144456521462272,0.016675294904762984,0.0034660165156560545,0.07316424943318561,0.021584416659306,0.016696356156465784,0.010704035063705578
9,0.010348755115787513,0.012660940347960148,0.047127193230507056,0.009872384512792558,0.01251776973509411,0.023579346548711758,0.030163213532981764,0.014715789011903072,0.0,0.149571995587019,0.010687475772349929,0.006789819359677762,0.006294931215104615,0.01831435932884884,0.2038810115936044,0.12316724777340052,0.012766747364710469,0.05994346201338086,0.059123755112006994,0.0257116515202835,0.0098254578022791,0.011490255480945793,0.020201405987671266,0.0024096999287517603,0.06930650413783272,0.02240267716292354,0.016817733191516193,0.010308417631954978
10,0.02019528293465825,0.01599665849428249,0.09427375203557169,0.01729337198105685,0.012401986980718182,0.047137856835856556,0.02330776406854626,0.017489010986594316,0.015853010467229898,0.0,0.018697124504560302,0.012106275125855614,0.009368336739716918,0.02284779253288347,0.21572987228133686,0.11160080398604633,0.01920908964759045,0.03645362844764612,0.07628030767494424,0.0428977978588415,0.016318571619617448,0.016659295370233283,0.023931546590471912,0.005011662370693324,0.05250770353566851,0.02286579100936767,0.01590009468408774,0.017665611235924097
11,0.01859326407048162,0.017156883369396445,0.08359995948693397,0.016807155750931665,0.00909995025224317,0.04176313151413134,0.0214227471623753,0.014275543158070935,0.01272237802058757,0.19839755133176804,0.0,0.010268774296230998,0.006865991989919255,0.023556535254052408,0.16208381155981644,0.08025609625401055,0.01711138026878899,0.025627829512727535,0.0639369809934919,0.03976729517112361,0.014696608816657195,0.014536799782444567,0.02503267957045302,0.003823133383564566,0.033242584402151866,0.017240852059349904,0.011536673496605358,0.016577409071691775
12,0.017998700454848287,0.0034964462312515768,0.11719638086199542,0.00894361257507462,0.010913003217761992,0.058202287720037826,0.004842661174116782,0.011096243371366459,0.009089135663990748,0.15069102340237206,0.011468923614723863,0.0,0.022986813615373334,0.005524827006652376,0.19299431213935195,0.09751335305936973,0.011864603958514986,0.018191068944498803,0.050898296378832926,0.026286555104840247,0.012099404191797537,0.010855572628015297,0.0055125713905281,0.020574942609958288,0.07739711148256312,0.01904992083204378,0.013938994211214695,0.010373234158904598
