,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.018922565372492702,-8.19291420539552e-08,-6.573394677312951e-07,-4.239725339286617e-07,-1.1872009672112072e-15,-0.004546828428645979,-0.008454796556350492,-0.02305761868849731,-2.274294891965136e-44,-1.029688108263531e-14,-3.567823547289793e-13,-1.4646405304755739e-05,-4.714462691804396e-08,-6.4867767756808515e-06
2,-9.148456261741664e-08,0.290391769302339,-0.06670116073847993,-0.03781654565816937,-0.01014572122240297,-0.0013207476833263228,-0.03920288707765174,-0.02242305319185117,-2.241071166462818e-05,-0.0054303874212456565,-0.015948946865541925,-0.12861309709028032,-0.058592939506238756,-0.11139591579780542
3,-5.036977576646979e-07,-0.0376733529621248,0.32232472017248526,-0.08028853581658933,-0.005490606963333979,-0.010598698390134184,-0.005293979212290049,-0.014762276396243659,-0.0003303817221384217,-0.001216908188939992,-0.0021605512041219673,-0.11777000708765897,-0.18198040675878716,-0.11474337508407352
4,-5.809672561424841e-07,-0.038130252712146026,-0.1435245229387539,0.3869753836282783,-0.0051152085655179645,-0.010692021731127889,-0.0058933183501693005,-0.016147265120637383,-0.0002917464418882909,-0.0011684828675725821,-0.002078872041789872,-0.12293904989769835,-0.17375738922906947,-0.11890329705605042
5,-1.879072868159648e-15,-0.014939147490406509,-0.014502835188849438,-0.007537011980374225,0.26435744372153763,-0.000990616454801426,-0.0016104863247370497,-2.0188140237617123e-05,-0.0027260327403900203,-0.043718092462218056,-0.06359039291275709,-0.0033468529062309904,-0.047064099861189285,-0.00524056014771625
6,-0.0006863613398433768,-0.00017825037265582118,-0.0021022955188799014,-0.0011865583840352755,-7.213659671542892e-05,0.018153098039088718,-0.0039524839302056336,-0.0019184028904986176,-7.498668236915755e-05,-2.0447839974173166e-05,-3.1404257728897835e-06,-0.002592939038656314,-0.0028349249675196486,-0.003095057052352785
7,-0.0025045140285375493,-0.00860309287179034,-0.0020968319215212555,-0.0013044385795043865,-0.00026789216396658607,-0.0077712262970036725,0.17168613222488188,-0.029372395735445707,-8.043042779888725e-19,-0.0008290868542375201,-0.00098805571527856,-0.02258161901898009,-0.0005658502583291429,-0.021221804152752523
8,-0.012928935640143736,-0.00911847112545701,-0.010881718892750736,-0.006658056708031352,-6.601452594301836e-06,-0.00711491548507814,-0.05530558463369844,0.3744549325409915,-5.609802666657791e-12,-4.52193432043509e-06,-0.00014614855368257087,-0.0832571971176713,-0.0020679466783493795,-0.04116633036928065
9,-7.044203683053005e-44,-6.867238990259062e-05,-0.0015908817376208196,-0.0007851981445773178,-0.0047314318374525825,-0.0018653249338671557,-7.652616746601687e-18,-4.2447333019206944e-11,0.0053692696069081855,-0.0004358175417996194,-0.0007693648676429893,-4.3131151999599794e-05,-0.008719077415673548,-7.886635041667553e-05
10,-5.341849171226408e-14,-0.02003870047732126,-0.008317519452128235,-0.0044623432462205384,-0.11015579706111088,-0.0007003601572902635,-0.01440242437696612,-4.268876945879081e-05,-0.0006247073926416827,0.10570591889587665,-0.07626096033246767,-0.004347722111646916,-0.018591141981356467,-0.006714978987856573
11,-9.66635244818588e-13,-0.029018316368726618,-0.007593219384285381,-0.004081078340869306,-0.08335167113691702,-5.480074333931204e-05,-0.008810540701050688,-0.0007113939316131366,-0.0005559394843765773,-0.03918130379390281,0.13609227718761252,-0.005725071645559799,-0.013340665648496805,-0.005540213655185534
12,-8.444630949171986e-06,-0.05395808619800786,-0.0905620268821829,-0.052888672460064755,-0.0010635979135186371,-0.009999342358418034,-0.04419944552838692,-0.08638773456476496,-7.071491119852764e-06,-0.0004972366374037674,-0.0012753552058619802,0.8322794441899759,-0.051930805001849066,-0.20415136411209953
13,-3.276274549965852e-08,-0.03300154729651135,-0.16741712764546626,-0.08943285330744583,-0.01613512632513207,-0.013127537649289273,-0.0013135397680758484,-0.0025772597461993156,-0.0016824248977244166,-0.0025140368724488964,-0.003525301735562472,-0.06225758588085303,1.1348349956633614,-0.07196030972424895
14,-4.1832203440373306e-06,-0.051106636873028764,-0.0962926464442235,-0.055816041568276104,-0.0017511416849221343,-0.013113314064765402,-0.044934036526193016,-0.04679836059257599,-1.4258963794833768e-05,-0.0008175911615738784,-0.0013061998135479003,-0.22244816359935243,-0.06564796347734608,0.6165247126825246
