,1,2,3,4,5,6,7,8,9,10
1,0.0,0.05843698734838907,0.022963334488957057,0.33597647814967674,4.669217841313358e-05,0.014159731972393865,0.020600571717720527,0.04090047326067713,0.386712106686008,0.12020362419776454
2,0.11561375070939994,0.0,1.0839742573852252e-11,0.17722059010538604,2.9361705670003855e-05,4.356987502397293e-06,0.008932572888796697,0.4200817725527954,0.009200895022376606,0.26891670001723333
3,0.032089649846696155,7.209053471866017e-12,0.0,0.055236036792409814,0.08742458922666586,0.3340056849650845,0.25648907789555137,0.03236244099503763,0.026700437918391096,0.17569208235295455
4,0.20053212637755388,0.032592472417057046,0.018629233182938663,0.0,0.011091205670593123,0.015361664538988743,0.35248446852958665,0.2900735939869105,0.0007239947661779008,0.07851124053019341
5,6.887219063203656e-05,2.1933155827220026e-05,0.13870600524789845,0.040845267120344204,0.0,0.030750442544174483,0.07833420776082892,0.7044494945964094,1.2036536608851198e-12,0.006823777382681981
6,0.04831889629361048,8.01348880635508e-06,0.5023566794620755,0.07520184793380551,0.03454004323870785,0.0,0.020649582333454302,0.018104741944243906,0.30082006050969173,1.3479560455296881e-07
7,0.006022319333378573,0.0016691135845650466,0.0913790863075851,0.29705625613669034,0.023062557852977603,0.0024904591905860053,0.0,0.4528703383127624,6.956416764103741e-06,0.1254429128646908
8,0.012969209097249832,0.10160213943896117,0.010015577812690243,0.17757471983809014,0.16076524414704949,0.006461853312250219,0.5067997262392578,0.0,0.0018706111693515036,0.021940918945099065
9,0.6690997729932757,0.008106250224918253,0.03242112369166731,0.0007294387308524803,1.2413839309788614e-12,0.22562686828655892,1.1809637238248651e-05,0.0036795489684952093,0.0,0.0603251874657527
10,0.13387203659203462,0.1501111557950925,0.1527302032855025,0.1520607101457284,0.0038279523488280185,1.2650842419151202e-07,0.28626978313474627,0.06375489684535617,0.05737313534428724,0.0
