"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, -2.165, -1.221, -1.997, -0.274, -1.071, 1.344, -1.99, 0.039, 0.492, 0.087, -0.512, -0.044, 0.1, 0.017",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.085, -2.192, -1.231, -2.023, -0.27, -1.098, 1.354, -2.031, 0.006, 0.398, -0.008, -0.539, -0.042, 0.102, 0.017, 0.022",-2307.88144980071,0.87104,4647.76289960142
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.102, -8.91, -2.406, -5.735, 0.028, -5.563, 2.23, -6.741, -2.365, -5.874, -6.271, -2.64, 0.056, 0.339, 0.012, 0.341, -0.232",-2307.19015664476,0.49437,4648.38031328953
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-2.242, -739.406, -30.581, -416.521, 51.761, -540.614, 163.237, -469.522, -144.82, -387.59, -387.984, -127.803, 6.987, 30.89, -10.411, 15.489, 15.985, 11.027",-2302.05254841321,0.00855,4640.10509682643
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.087, -2.511, -1.345, -2.322, -0.223, -1.426, 1.475, -2.512, -0.371, -0.68, -1.083, -0.86, -0.021, 0.122, 0.014, 0.005, 0.088",-2307.79861730912,0.90846,4649.59723461823
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.102, -8.91, -2.406, -5.735, 0.028, -5.563, 2.23, -6.741, -2.365, -5.874, -6.271, -2.64, 0.056, 0.339, 0.012, 0, 0.341, -0.232",-2307.19015664476,0.70344,4650.38031328953
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-2.242, -739.406, -30.581, -416.521, 51.761, -540.614, 163.237, -469.522, -144.82, -387.59, -387.984, -127.803, 6.987, 30.89, -10.411, 0, 15.489, 15.985, 11.027",-2302.05254841321,0.01986,4642.10509682643
