"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.022, 3.419, 2.207, 0.831, 1.211, -0.429, -82.919, -57.5, 1.085, 0.028, 0.803, 121.253, -0.043, -0.664, 2.371",-1914.27403872159,1,3858.54807744319
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.022, -1.124, -0.988, -0.781, -1.232, -0.852, -0.578, 0.04, -1.253, -0.63, -0.949, -0.973, -0.461, -0.924, -1.266",-1914.27403872159,1,3858.54807744319
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.016, 3.248, 2.061, 0.808, 1.147, -0.52, -76.294, -60.733, 0.974, -0.031, 0.672, 111.084, -0.185, -0.709, 2.187, -0.107",-1913.82433280236,0.34294,3859.64866560472
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","0.008, -0.166, -1.769, 3.766, 0.132, -0.141, 127.05, -289.931, -2.464, -1.06, -2.358, -214.45, -6.584, -3.55, -3.474, 4.24, -0.192",-1911.57306113514,0.06714,3857.14612227028
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","0.089, -6.542, -4.323, 4.306, 1.771, -1.543, -154.371, -650.042, -5.533, -1.85, -1.879, -935.814, -3.742, -5.44, -6.166, -2.346, -4.401, 7.809",-1910.49100867136,0.05589,3856.98201734272
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.026, 3.064, 1.798, 0.874, 0.858, -1.727, -73.629, -66.881, 0.882, 0.003, 0.693, 106.61, -0.348, -0.785, 2.115, -0.131, 0.205",-1911.84590048267,0.0882,3857.69180096533
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.029, 1.843, 0.543, 1.003, 0.468, -5.438, -15.596, -203.484, -0.198, -0.816, -0.151, 6.449, -1.616, -1.769, 0.347, -0.302, 0.994, 1.102",-1910.26230187949,0.04553,3856.52460375897
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.017, 2.387, 1.132, 1.162, 1.062, -4.082, -39.66, -197.267, 0.12, -0.614, 0.246, 13.94, -0.963, -1.667, 0.788, -0.229, 0.57, -1.211, -0.316",-1908.7239285077,0.02546,3855.4478570154
