asin,0,1,2,3,4,5,6,7,8,9
B098MHBF23,-0.8007277411467101,-1.0039234359860576e-17,-1.9798599816226214,4.3001206044758137e-16,4.714045207910316,1.793534865985355,1.5269553912279332e-16,-2.107994210097362e-16,1.5312126696619519e-16,5.7948152916961e-16
B09H7Q4B74,-0.5166386150882735,-3.812325754734604e-15,-0.795890648454949,-1.3195042155614018e-15,-4.1637465499661655e-15,-1.728736968422466,2.4787550842892583,1.3129799430874929,-0.6820485572841982,5.794815291696097e-16
B09T66MSLN,-0.8007277411467091,-4.048292121123103e-15,-1.9798599816226257,-4.08248290463863,-2.3570226039551563,1.7935348659853592,-2.2900559967468235e-15,-3.959663977768148e-15,8.285544936289706e-16,5.79481529169611e-16
B09TWSRMCB,-0.5166386150882757,-6.694855670021645e-15,-0.7958906484549424,-6.484621267887776e-15,2.5465919910598128e-15,-1.7287369684224774,-2.0972698660397042,1.9689424316197397,0.24095257479940416,5.794815291696111e-16
B09WQ218GR,-0.8007277411467133,4.320106887309083e-15,-1.9798599816226194,4.082482904638633,-2.357022603955155,1.7935348659853578,-5.3870699477008895e-15,4.082460772473703e-15,-2.059459297752568e-16,5.794815291696107e-16
B09WRJJKXC,-1.778919717151989,5.270462766947299,4.060393179774969,-4.428959968699248e-15,6.818597940706447e-16,0.5904674974668357,1.633043276688762e-15,2.7020187575909453e-15,9.420709179636127e-17,5.794815291696105e-16
B0B1XQTZ1R,-0.5166386150882749,5.493942607591422e-15,-0.7958906484549447,6.6328469639965416e-15,-9.387778780103968e-16,-1.7287369684224705,0.3070414637178657,-1.3910079474001997,2.5108077909630615,5.794815291696098e-16
B0BCQZP4SX,8.026577118097222,-2.518524408977949e-15,1.0023561791377071,1.8969365197778034e-15,9.024703175690719e-16,0.3534082808001434,1.3716853299227614e-16,-2.144097683311769e-17,3.0965417742130834e-17,5.7948152916961e-16
B0BFFJRB2S,-1.7789197171519942,-5.270462766947295,4.060393179774971,2.6179950037744896e-16,3.613660130067174e-16,0.5904674974668359,1.69712523194772e-15,-3.076225251017892e-15,8.573876347377366e-17,5.794815291696105e-16
B0BWNW9G8X,-0.5166386150882759,4.8257059363660854e-15,-0.7958906484549435,5.1963191471430426e-15,3.231663849288169e-16,-1.728736968422473,-0.6885266819674098,-1.8909144273070366,-2.0697118084782664,5.794815291696103e-16
