asin,0,1,2,3,4,5,6,7,8,9
B098MHBF23,-8.601962,-9.17345,-3.5952065,2.6390953,-0.80247754,-2.427042,0.03599155,-5.05448,5.6014647,-2.998913e-06
B09H7Q4B74,2.978677,11.457095,7.4375386,19.753834,-6.632647,-1.416741,-0.9141859,0.38934088,0.04120339,-2.9989085e-06
B09T66MSLN,-9.84513,-9.073515,-4.1770267,3.39345,-0.3136811,-2.0273402,-0.8776771,-5.968354,-5.1301236,-2.998904e-06
B09TWSRMCB,-9.841101,18.718025,-15.324078,-6.554427,-0.5975404,0.7008618,-2.0042117,0.8436346,0.09543146,-2.9989076e-06
B09WQ218GR,-6.261653,-11.954735,-5.0111985,3.4573264,-0.2360039,-1.9188073,0.6191879,10.443767,-0.24125898,-2.9989048e-06
B09WRJJKXC,15.902627,-3.530279,0.91881156,-8.059644,-8.629954,-3.0369277,-13.47536,-0.12307235,-0.051606074,-2.9989083e-06
B0B1XQTZ1R,-3.6892552,-0.8109743,8.477817,-1.7643154,5.9036956,18.842266,-3.8733106,0.17929879,0.120313,-2.9989067e-06
B0BCQZP4SX,8.440165,-0.9237321,0.7606966,-6.8979754,-11.433714,3.9973853,14.988768,-0.58813775,-0.28154057,-2.9989076e-06
B0BFFJRB2S,18.991676,0.39358276,-6.697142,3.1817358,16.314047,-2.2284458,3.5637436,-0.8535588,-0.02287902,-2.9989053e-06
B0BWNW9G8X,-8.074039,4.8979726,17.209795,-9.149073,6.428296,-10.485212,1.9370528,0.7315692,-0.13102338,-2.998906e-06
