asin,0,1,2,3,4,5,6,7,8,9
B098MHBF23,-4.181023719267323,-1.9370319901882227,0.3099806846322726,-1.7364207826387967,-1.6359326646650372,10.689407300595443,3.7683077343802096,19.923020577692437,34.187247269905036,-2.8375541654244975e-13
B09H7Q4B74,-8.147836331262383,52.073665442569016,-1.1286256250762017,7.916462988880307,1.5652616662340004,-5.2639364547324,-1.3815954038590148,-3.412637310301863,-0.7021565248696161,-2.8375541654246565e-13
B09T66MSLN,-4.774639797404816,-5.056483910634121,-1.6927478967265361,-4.419629592755959,0.259065636703971,29.08634624854582,-32.673795236991715,-11.833795505370444,-2.941736463396131,-2.8375541654245737e-13
B09TWSRMCB,-8.674635060602277,-11.9691040173516,42.86558690796499,20.29011287154611,2.0278079420588253,-12.203466501256258,-2.2187214385687435,-4.912622869697559,-0.2111479113476705,-2.837554165424646e-13
B09WQ218GR,-4.60797444720438,-4.053056710978125,-0.5159345092664686,-1.629693911853528,-0.4259063907887136,24.29883402688648,33.810979481137636,-16.267488236795966,-5.360832892647516,-2.8375541654245626e-13
B09WRJJKXC,-6.653135747522299,-6.82259815863485,-5.593601013541667,-25.851251156962018,37.50988141960931,-17.547213807541706,-0.12709344715629,-5.142181594112506,1.0711672992292371,-2.8375541654246535e-13
B0B1XQTZ1R,-3.5973796537402514,-2.4806475502169967,0.6606892935570631,-2.478747459258662,0.7618288342758549,6.3478286761770635,1.8636556311153474,32.45863856814897,-24.86380516154756,-2.8375541654246555e-13
B0BCQZP4SX,-8.55960826515981,-4.587515017845131,-1.8727183884866214,-25.982539481014438,-37.36835927679333,-18.210455143175693,-0.9612607128413834,-5.473746779664658,-0.9157943454564492,-2.837554165424574e-13
B0BFFJRB2S,-9.316208355669412,-15.678194396499261,-32.957100857434774,32.16570155508357,-1.663467749403414,-13.316841561684395,-1.5393311838356178,-3.3839043491523513,-0.32236025279318564,-2.8375541654246596e-13
B0BWNW9G8X,58.51244137783224,0.5109663097787327,-0.07552859562196217,1.7260049689723915,-1.0301794172325744,-3.880502783812742,-0.5411454233800487,-1.955282500745959,0.059418982925477516,-2.83755416542465e-13
