"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.022, 6.02, 7.864, 0.228, 5.454, -8.753, 3.087, -11.719, -7.964, -17.441, -3.167, 5.78, -0.006, -0.465, 0.107",-1914.27403872159,1,3858.54807744319
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.022, -1.124, -0.988, -0.781, -1.232, -0.852, -0.578, 0.04, -1.253, -0.63, -0.949, -0.973, -0.461, -0.924, -1.266",-1914.27403872159,1,3858.54807744319
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.052, 42.213, 56.635, -22.821, 38.25, -117.694, 51.466, -145.474, -107.697, -225.047, -39.088, 49.97, -1.57, -5.322, 2.589, -2.855",-1913.0297062684,0.11467,3858.05941253681
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.052, 42.16, 56.566, -22.812, 38.17, -117.728, 51.476, -145.376, -107.651, -224.943, -39.056, 49.844, -1.555, -5.319, 2.589, -2.85, -0.022",-1912.66513161644,0.20011,3859.33026323288
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","0.185, 231.38, 292.902, -97.827, 192.081, -389.076, 175.246, -513.371, -356.663, -824.46, -149.76, 217.232, -2.895, -19.701, 9.246, 7.182, -1.058, 2.124",-1906.58179004377,0.00152,3849.16358008754
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.052, 42.213, 56.635, -22.821, 38.25, -117.694, 51.466, -145.474, -107.697, -225.047, -39.088, 49.97, -1.57, -5.322, 2.589, 0, -2.855",-1913.0297062684,0.28813,3860.05941253681
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.111, 1.758, -13.677, -7.58, -11.135, -77.191, 9.187, -129.944, -48.866, -222.007, -13.551, -10.825, 0.322, -2.604, 0.613, -0.047, 0.095, 6.029",-1911.4014200823,0.12468,3858.8028401646
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.185, 231.38, 292.902, -97.827, 192.081, -389.076, 175.246, -513.371, -356.663, -824.46, -149.76, 217.232, -2.895, -19.701, 9.246, 0, 7.182, -1.058, 2.124",-1906.58179004377,0.00397,3851.16358008754
