,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,-0.18515429605889444,0.007366501555926308,0.004582705847227001,0.004465851406335672,0.005212186900931436,0.0038636043797321057,0.011434996364547171,0.05204339370346223,0.002601774667003894,0.0018451644226979928,0.001892466580208268,0.024954973329504963,0.006076171352842682,0.011704234076809364,0.0041187364511575215,0.003046410992830275,0.011392092216661423,0.0021300802475196687,0.010168409529711653,0.0020101274208319925,5.4198696583042386e-05
2,0.004764560302134534,-0.04602989779577268,0.0033046402570338427,0.004430436755713156,0.005422302518898703,0.004121014520949018,0.012109648283985567,0.053406061308537506,0.002829772839663913,0.001982188566697011,0.01029793510171572,0.02602360185175786,0.005922981189119444,0.013575512789464186,0.003996319385624341,0.0032633878832970644,0.010860571586371269,0.002250313775223939,0.010995199314085158,0.0019884167699397407,0.00036732685758472644
3,0.006424910996917374,0.007163240952822981,-0.0738996532942537,0.004441885180200886,0.0053264315497644895,0.0040097653342980885,0.011825132146423688,0.05271878681387131,0.0027371658997310078,0.0019252092959800005,0.005631026912673641,0.02556356581592979,0.005960436584395437,0.015343986541112251,0.0040401543894525525,0.0031708703957428175,0.011069937478396942,0.0021995877111319665,0.010660537083395946,0.001991547791172931,0.00018896677682956253
4,0.004589898805586874,0.007040133278286749,0.0032562473138463264,-0.17653614465844358,0.005416055152735172,0.0041202753143418005,0.012105505437446297,0.05331354967782012,0.0028319894206152133,0.0019826289612629704,0.010950866320358634,0.025999323509798625,0.005900412708777613,0.013963071020250689,0.003981874273932471,0.0032634568219392624,0.010815793720908146,0.0022493492065837665,0.011001542355530405,0.0019822326350559293,0.00039566358516313896
5,0.004364368022186519,0.007019759102706364,0.0031811882628960627,0.0044125285391957356,-0.13355166878598604,0.004135175481706425,0.01214170154864744,0.05338352399262638,0.0028446828661129386,0.001990271730875915,0.012025159653697104,0.02605209052390556,0.005889968546794049,0.013559595772514912,0.003971252952977731,0.0032759456685995964,0.010771826803789982,0.0022557144397396347,0.01104657758514469,0.0019801393169266135,0.00043857566992999
6,0.004246492498475151,0.007002900441095706,0.003143458104756672,0.004406218894762637,0.005427866125546705,-0.13123713073006119,0.012149292287628373,0.05336675384040218,0.002848739411716087,0.001992386993786901,0.012606856354718409,0.026055990457260543,0.00587878540115255,0.013551777595774559,0.003962844669469883,0.003279199569854789,0.01074268556281305,0.0022569540020843156,0.011060316788207047,0.0019772387420573584,0.0004629978036861714
7,0.004277694535365134,0.0070039620077205714,0.0031552413922661055,0.00440616920868379,0.005424418992079192,0.004135132810847766,-0.15328540312282318,0.05333866592411287,0.0028460132258464103,0.0019906325878507685,0.012425142867682752,0.026040553827423277,0.005878462133533515,0.013701848264775536,0.003963607361516866,0.0032762444074533664,0.010747700492962515,0.002255330928110046,0.01105046915311051,0.00197697307869532,0.0004560618630471428
8,0.004431160097059367,0.007030286669544703,0.0032015856988212078,0.004416576614203491,0.005428134126324975,0.004134078240815035,0.012139803037754653,-0.2128375299283766,0.002842964789593385,0.001989488627746147,0.011720438738989232,0.026054646929685486,0.005897311958533065,0.013505547977672314,0.00397639206729632,0.0032748345833409354,0.010788813083296489,0.002255450517882637,0.01104094855952099,0.0019820986587821515,0.00042560323487242737
9,0.004152375788367164,0.0069825838764679335,0.0031158776570335703,0.004397666057964547,0.005422002305664924,0.00413659854805182,0.012141968492322679,0.05329106557115345,-0.06985214103183096,0.001991831355515939,0.013054111101817215,0.026031490213898507,0.005863385388507547,0.013807388878367736,0.00395307928984487,0.003277873338339584,0.010713292880319624,0.0022554835530659806,0.011059605142428063,0.0019728832464200124,0.0004832602275776456
10,0.004210945764789788,0.006993904112920213,0.0031337928780392223,0.004402323035733152,0.005424349342101873,0.0041368859680011695,0.012143743140226718,0.053325364229014884,0.0028481417914610393,-0.06066273367923743,0.012763245300823007,0.02604107281400279,0.005871684412655182,0.01370750415815095,0.003958592997634614,0.003277870907282205,0.010730570242853014,0.002255888396313982,0.011057596702177841,0.0019751897659708844,0.0004703899112717301
11,0.00023895612343337967,0.0020102504963490087,0.0005071134805846474,0.0013453470654145915,0.0018127301988102769,0.001447928290536895,0.0041934226331073665,0.01737986954162703,0.0010327088241896215,0.0007062060366074945,-0.22009438207954102,0.008740322159065943,0.001738423798124529,0.012413827186829028,0.0011601148365146616,0.0011562228343979053,0.0030397450509336015,0.0007754644845623952,0.003966094757823396,0.0006009100506790685,0.030023284343970138
12,0.0043502938957249455,0.007014010189169907,0.003178595662825721,0.004409881452915386,0.00542378988235501,0.00413268780474452,0.012134915747931099,0.053346040825442406,0.0028433695968583194,0.0019892243646960285,0.012067294693752796,-0.24361829468767818,0.005885037700252295,0.013718296813851972,0.003968633777270184,0.003274056724275559,0.010765330758474608,0.002254451084744056,0.011041456512865732,0.001978660985872716,0.00044108397621970207
13,0.004687579211981764,0.0070647340409357665,0.0032798100759013292,0.004428978048969636,0.005426625270726651,0.004126378922707339,0.012122907056770259,0.05343515921266017,0.0028342564315404504,0.0019849220561346465,0.01062218121471059,0.026043876065028428,-0.12405746611997776,0.013442618631191502,0.003993251211112713,0.003267860753444621,0.010847213839398444,0.002252658963812886,0.011011214806701686,0.0019879497458115,0.0003800196888961257
14,0.00043307252279334296,0.0007766241476261476,0.00040495897270929204,0.0005026717608722482,0.0005991816131750968,0.00045621317403984885,0.0013552589652806692,0.005868922504746219,0.000320111201355127,0.00022223382036458002,0.0036374892505202094,0.002911752229577457,0.0006447290364419563,-0.03300449262774132,0.0004515005020190407,0.0003625792674362049,0.0012486808764434136,0.00025198885358617475,0.0012456506490353396,0.00021929600534595405,0.0005724060509672459
15,0.004702682109419756,0.00705472133264028,0.003290275898672538,0.004423569923982999,0.005415128173978556,0.004116735003737896,0.012097567548152603,0.05332445568051677,0.002828073123292307,0.0019805503591208964,0.010491847354069552,0.025993318864540878,0.005910045881765701,0.013932282887141368,-0.15850059640011174,0.003260273012560976,0.010840563803213526,0.0022480246611030446,0.010988097169289985,0.001984668843520616,0.00037664699499159846
16,0.004225772020650304,0.006998844099729657,0.003137252812028695,0.004404551199802817,0.005426952850061062,0.004138587497053686,0.012148483434280263,0.05335383156977957,0.0028489569801871243,0.0019923991631387783,0.012705956059271375,0.026052258647929337,0.005875785632448643,0.0135925123838074,0.003960882441044521,-0.1309060948703696,0.010736600087781226,0.0022567780483951053,0.011060861122726945,0.0019764032168154955,0.00046738987269263427
17,0.004788921972050499,0.007058663546544061,0.0033191795136362934,0.004423781920044664,0.005407797451509752,0.004108738293727166,0.012077381813509511,0.053267293694868496,0.0028218101118375034,0.001976593603911362,0.010120105385415759,0.025959595215415354,0.0059106120545996356,0.014186553357948184,0.0039911860788176485,0.0032537084012351507,-0.3290471222362579,0.0022444167102536063,0.010965462042368992,0.0019843847491473935,0.0003624056327290606
18,0.004288862371294016,0.007005347157488457,0.003158940365248277,0.004406659875950891,0.00542415814549374,0.0041346219188530976,0.012139054657983296,0.053338193604174716,0.002845523223671802,0.0019903559474943383,0.012367923011008284,0.02603927047715426,0.005879315520823109,0.013712184119095276,0.003964313538046142,0.003275802501240221,0.010750299079401324,-0.10022539975901229,0.01104877075824767,0.00197718297812503,0.0004536986920721337
19,0.004178715584033501,0.0069860021867468956,0.0031247830605497452,0.004398911198214621,0.005421439024171169,0.004135415863298007,0.012139306756587481,0.053290555537416226,0.0028477416877074834,0.001991189622174471,0.012910026223863318,0.026028734709451957,0.00586550665748596,0.013834936890135086,0.003954835421337364,0.0032768473914343054,0.010719713150198538,0.0022550308738476387,-0.5226590264882945,0.0019734129974108843,0.0004772617966736152
20,0.0046106978324980995,0.007051613195042599,0.0032582657166556634,0.004423860669257808,0.005424232401744607,0.0041263527027675375,0.01212186743946426,0.05339788509649115,0.0028354230202002288,0.001985251123792545,0.010917044367058912,0.02603475484067821,0.005910592872147914,0.013594342509391481,0.003987029421342461,0.0032681263099391543,0.010827725825349471,0.0022523777469262963,0.011014719887657459,-0.0931553311027542,0.0003927391281564946
21,3.375203521525684e-05,0.0003536837594037348,8.393356962294674e-05,0.000239782604335459,0.00032591196821432996,0.0002621849531434773,0.0007591379880460667,0.003112675936105011,0.0001885713042349106,0.0001284050652782485,0.14809406981517598,0.0015759570148651569,0.00030676361835447357,0.009634410763707652,0.00020538896283162937,0.0002096825391389511,0.0005369713775793772,0.00014028314257072074,0.000723075509812738,0.00010662078080822808,-0.0672647408591845
