"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, -0.52, -1.076, -1.625, -0.172, -0.028, 1.017, -1.239, 1.535, 1.557, 1.104, 0.627, -0.157, -0.03, -0.053",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.085, -0.524, -1.076, -1.628, -0.171, -0.025, 1.017, -1.238, 1.326, 1.251, 0.809, 0.524, -0.15, -0.028, -0.053, -0.065",-2307.83015966156,0.71954,4647.66031932312
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.089, -0.799, -1.074, -1.749, -0.087, 0.227, 1.012, -1.037, 1.479, 1.024, 0.646, 1.344, -0.281, 0.121, -0.033, -0.251, 0.177",-2306.99898177064,0.40834,4647.99796354129
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.104, -1.07, -0.815, -9.795, -0.735, 0.221, 0.953, -0.756, 5.744, 6.405, 5.784, 4.375, -0.636, -0.004, -0.565, -0.204, 0.143, 0.425",-2305.00848658599,0.12323,4646.01697317199
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.085, -0.524, -1.076, -1.628, -0.171, -0.025, 1.017, -1.238, 1.326, 1.251, 0.809, 0.524, -0.15, -0.028, -0.053, 0, -0.065",-2307.83015966156,0.93757,4649.66031932312
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.089, -0.799, -1.074, -1.749, -0.087, 0.227, 1.012, -1.037, 1.479, 1.024, 0.646, 1.344, -0.281, 0.121, -0.033, 0, -0.251, 0.177",-2306.99898177064,0.61683,4649.99796354129
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.104, -1.07, -0.815, -9.795, -0.735, 0.221, 0.953, -0.756, 5.744, 6.405, 5.784, 4.375, -0.636, -0.004, -0.565, 0, -0.204, 0.143, 0.425",-2305.00848658599,0.21681,4648.01697317199
