"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.022, -0.756, -1.695, 4.483, -2.215, 0.302, 1.196, -1.776, -2.285, -1.663, -3.58, -3.262, 0.036, -0.065, -0.267",-1914.27403872159,1,3858.54807744319
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.022, -1.124, -0.988, -0.781, -1.232, -0.852, -0.578, 0.04, -1.253, -0.63, -0.949, -0.973, -0.461, -0.924, -1.266",-1914.27403872159,1,3858.54807744319
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.021, -1.007, -1.942, 4.234, -2.364, 0.3, 1.172, -1.756, -2.369, -1.664, -3.561, -3.269, 0.029, -0.063, -0.266, -0.039",-1914.24652669737,0.81454,3860.49305339474
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.033, 121.321, 125.736, 87.155, 102.863, 45.573, 37.83, 27.795, 90.403, 47.652, 37.822, 59.623, 5.002, 0.98, 0.55, 0.049, -1.144",-1913.84726267398,0.65261,3861.69452534795
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.273, -136.373, -167.221, -253.399, -176.795, -93.25, -39.254, -116.085, -126.969, -96.174, -227.513, -212.473, -5.075, -0.536, -9.292, -0.286, -0.215, 16.39",-1906.78876999199,0.00184,3849.57753998398
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.011, -27.16, -28.468, -19.632, -20.92, -4.722, -3.721, -2.134, -16.386, -5.424, -4.971, -8.653, -0.822, -0.027, -0.246, -0.024, 0.936",-1913.80506531235,0.62564,3861.6101306247
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.057, 183.368, 195.776, 124.881, 159.24, 83.728, 60.791, 50.022, 150.143, 81.811, 68.072, 101.692, 7.909, 2.069, 1.047, -0.516, 1.441, -1.75",-1907.87260364454,0.00508,3851.74520728909
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.273, -136.373, -167.221, -253.399, -176.795, -93.25, -39.254, -116.085, -126.969, -96.174, -227.513, -212.473, -5.075, -0.536, -9.292, 0, -0.286, -0.215, 16.39",-1906.78876999199,0.00476,3851.57753998398
