,1,2,3,4,5,6,7,8,9,10,11
1,0.0,0.014084507042253521,0.08450704225352113,0.04225352112676056,0.028169014084507043,0.07042253521126761,0.15492957746478872,0.11267605633802817,0.28169014084507044,0.1267605633802817,0.08450704225352113
2,0.20833333333333334,0.0,0.08333333333333333,0.16666666666666666,0.125,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0
3,0.0,0.05555555555555555,0.0,0.1111111111111111,0.16666666666666666,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
4,0.2,0.0,0.1,0.0,0.1,0.05,0.15,0.0,0.1,0.15,0.15
5,0.3125,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.25,0.25,0.0
6,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.4,0.06666666666666667,0.06666666666666667
7,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.2857142857142857,0.11428571428571428,0.05714285714285714
8,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.11764705882352941,0.058823529411764705,0.0
9,0.22413793103448276,0.034482758620689655,0.1206896551724138,0.1206896551724138,0.08620689655172414,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.0,0.08620689655172414,0.08620689655172414
10,0.09090909090909091,0.045454545454545456,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.45454545454545453,0.0,0.0
11,0.3,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.1,0.0,0.0
