,1,2,3,4,5,6,7,8,9,10,11
1,0.0,0.07112804170579316,0.006851506904953504,0.07179238885186866,1.392785600240969e-07,5.545541318002736e-06,0.5256189769453637,0.19062382581113965,0.04705007581397103,0.08692626650894784,3.2326380841296734e-06
2,0.3176149560592134,0.0,0.01939416333013996,8.227892479989998e-06,0.026896699255144055,1.4084771143756111e-09,0.0027766755016409607,0.012848183167293714,0.00013560825251616714,0.6203254851324701,6.245925928527679e-13
3,0.03235649823483055,0.015676605927115953,0.0,0.009834588138363807,0.12251315653778581,0.08925628189022242,0.003501307675809474,0.16375824205767892,0.25354228780183746,0.3025206403959554,0.007040391340400002
4,0.1892307748750414,5.312666484075838e-06,0.005914914459796401,0.0,3.785221050780572e-09,0.0033273355039868313,0.47643462372003464,0.035841481217968714,0.2627281669870486,0.0007724404490496092,0.025744946335368474
5,1.0189591833430585e-06,0.05872674792790669,0.4056823263032423,6.762506631184127e-09,0.0,0.1972186653558588,1.6513060598081133e-09,0.0013741690792742384,0.06513606194281225,0.2663130906520436,0.005547911365865807
6,2.1097848776929944e-05,1.436772881006716e-09,0.05918869415601124,0.0019245687470352258,0.05373636103965571,0.0,0.00020554928496521928,0.0015471432893489987,0.3627051398954343,0.0007996237845155686,0.5198718205174837
7,0.6324713765952853,0.00045223444232210573,0.0008437436447161196,0.2729104494069835,4.272445033711235e-10,9.9689150411751e-05,0.0,0.04825667222804465,0.04305106999603085,0.0013445065321619405,0.000570257576799126
8,0.31407706983923517,0.005337460558091321,0.06870696484598984,0.027038258073606367,0.0003255453121211473,0.0010495284894807804,0.08274370525029896,0.0,0.29963286456272487,0.2008742724163057,0.00021433065214607327
9,0.07829445886522979,4.001281721781132e-05,0.05666005297912845,0.12586237207626919,0.0063255778504647305,0.22679803392621206,0.04747358287090048,0.29131753828442236,0.0,0.12181019738158552,0.045418172948570014
10,0.13904339848124275,0.20961561833089534,0.12935555927665582,0.0005745213553753649,0.04993294051459399,0.0004319153546785062,0.0025214525932724515,0.27110749258389055,0.1974151802094702,0.0,1.9212999248420637e-06
11,1.8086168884503847e-05,5.889969406753943e-13,0.004578826403341462,0.03522355881631919,0.0012988071768829728,0.8420582975789537,0.002573873840933203,0.0003125154374380541,0.11393313882010234,2.895756555990888e-06,0.0
