asin,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
B098MHBF23,-1.577489823102951050e-02,-3.531352803111076355e-02,2.189903333783149719e-02,5.137386173009872437e-02,4.380444809794425964e-02,-1.295331120491027832e-02,1.000224873423576355e-01,3.835763782262802124e-02,1.546812709420919418e-02,-4.726547747850418091e-03,-5.259484425187110901e-02,2.003585733473300934e-02,1.174070127308368683e-02,2.382829785346984863e-02,-1.313651911914348602e-02,7.478674501180648804e-02,2.199042961001396179e-02,-1.142015028744935989e-02,5.609612166881561279e-02,5.693913623690605164e-02,-3.753016144037246704e-02,2.044589072465896606e-02,3.359587490558624268e-02,3.782504796981811523e-02,4.433234781026840210e-02,1.218388378620147705e-01,-9.893592447042465210e-03,-2.166754193603992462e-02,7.511742878705263138e-03,-1.970860920846462250e-02,3.902516141533851624e-02,5.025009438395500183e-02,1.939556375145912170e-02,-2.201604470610618591e-02,-4.676246643066406250e-02,4.498525336384773254e-02,-8.699744939804077148e-02,6.363818794488906860e-02,1.706994511187076569e-02,4.326883703470230103e-02,-2.058776281774044037e-02,5.271377414464950562e-02,-1.576235145330429077e-02,4.184872657060623169e-02,-1.750622317194938660e-02,-3.814160078763961792e-02,-2.500074356794357300e-02,-8.052935451269149780e-02,1.735804788768291473e-02,-1.143337599933147430e-02,6.681746244430541992e-02,-3.437854349613189697e-02,1.239156723022460938e-02,8.197253197431564331e-02,1.296922471374273300e-02,2.588557079434394836e-02,9.052999317646026611e-03,5.303348973393440247e-02,-3.118016198277473450e-02,1.351671367883682251e-01,-6.412539631128311157e-02,6.939051300287246704e-02,1.690313033759593964e-02,-3.203482925891876221e-02,1.390410810708999634e-01,6.310591846704483032e-02,-7.018682360649108887e-02,7.930479012429714203e-03,-3.661336842924356461e-03,-4.237019643187522888e-02,-5.782401561737060547e-02,-9.027815610170364380e-02,2.774052694439888000e-02,-9.447275847196578979e-02,-3.586359694600105286e-02,1.769293658435344696e-02,2.679838426411151886e-02,-2.194594778120517731e-02,6.588580552488565445e-03,2.747402712702751160e-02,-7.342291530221700668e-03,4.014362022280693054e-02,4.037225618958473206e-02,4.837359860539436340e-02,3.662031888961791992e-02,-1.477864384651184082e-02,-7.118955254554748535e-02,2.430981956422328949e-02,2.506723999977111816e-02,-4.512108862400054932e-02,-6.449795514345169067e-02,9.980593807995319366e-03,-3.194353356957435608e-02,-1.548759825527667999e-02,3.987655509263277054e-04,-4.651143029332160950e-02,1.598168909549713135e-02,1.945884898304939270e-02,-3.673018142580986023e-02,1.050764024257659912e-01,1.923946547321975231e-03,4.971893876791000366e-02,-9.826696664094924927e-02,-5.352851748466491699e-02,-4.196571931242942810e-02,-3.907961770892143250e-02,7.541060447692871094e-02,-3.730785846710205078e-02,7.962269335985183716e-02,-1.995811611413955688e-02,6.300929188728332520e-02,3.121850639581680298e-02,2.282575704157352448e-02,1.216396465897560120e-01,-3.030021488666534424e-02,5.065545067191123962e-02,2.083068899810314178e-02,-7.826191373169422150e-03,1.204199437052011490e-02,-1.640200801193714142e-02,7.458532229065895081e-03,-3.823830746114253998e-03,4.969568923115730286e-02,3.670597448945045471e-02,-1.412362698465585709e-02,-9.493239223957061768e-02,6.664106249809265137e-02,1.264649719860403904e-33,2.550677582621574402e-02,-4.641447158064693213e-04,1.727052405476570129e-02,1.208245307207107544e-01,2.400059252977371216e-02,3.706605732440948486e-02,9.551627561450004578e-03,-3.716646134853363037e-02,1.253127604722976685e-01,-2.144939033314585686e-03,-5.995857715606689453e-02,-3.377163037657737732e-02,-5.464360862970352173e-02,3.693268075585365295e-02,2.763497643172740936e-03,-5.546688288450241089e-02,-2.864360064268112183e-02,-8.104135282337665558e-03,1.002615168690681458e-01,-7.289784401655197144e-02,5.258443206548690796e-02,3.549152752384543419e-03,-1.975564099848270416e-02,1.756340637803077698e-02,-1.699345186352729797e-02,4.243499413132667542e-02,-8.446393907070159912e-02,3.718819469213485718e-02,-2.310248464345932007e-02,2.547376416623592377e-02,3.373652324080467224e-02,2.776566892862319946e-03,-5.958154425024986267e-02,-6.714359624311327934e-04,-1.369614750146865845e-01,2.008538879454135895e-02,-1.256415694952011108e-01,6.180392205715179443e-02,-6.682080030441284180e-02,1.689704135060310364e-02,3.510354785248637199e-03,9.391717612743377686e-02,-7.339148968458175659e-02,-3.711783559992909431e-03,4.981615766882896423e-02,-2.607919275760650635e-02,-2.110830880701541901e-02,-7.105415314435958862e-02,-1.733369193971157074e-02,5.190957337617874146e-02,-2.378910221159458160e-02,-2.660666592419147491e-02,4.058871045708656311e-02,-5.894435197114944458e-02,-1.249437034130096436e-01,-1.020008623600006104e-01,-1.240635290741920471e-02,-4.135951772332191467e-02,4.314973950386047363e-02,7.154151052236557007e-02,3.246989473700523376e-02,5.375518277287483215e-02,-8.608070760965347290e-02,1.717006228864192963e-02,-8.127808570861816406e-03,2.749007008969783783e-02,-9.499097242951393127e-03,-2.446931786835193634e-02,-3.928077872842550278e-03,6.084736436605453491e-02,-2.465173229575157166e-02,6.821963936090469360e-02,-2.655638195574283600e-02,-7.681231945753097534e-02,-8.693885803222656250e-02,-2.946722321212291718e-02,-5.140770971775054932e-02,2.856165915727615356e-02,-6.403941661119461060e-02,-4.024306684732437134e-02,2.583452314138412476e-02,-1.221783235669136047e-01,-5.569111928343772888e-02,2.597589977085590363e-02,3.689641505479812622e-02,6.273119896650314331e-02,3.276526927947998047e-02,-4.532532393932342529e-02,-3.776304796338081360e-02,2.301617898046970367e-02,-7.550619542598724365e-03,-3.284019976854324341e-02,-5.552962422370910645e-02,-7.810767740011215210e-02,-4.657463356852531433e-02,-8.014964049352799327e-34,-1.359504368156194687e-02,-1.175529360771179199e-01,3.687105700373649597e-02,-4.189113900065422058e-02,5.399195104837417603e-02,3.653920441865921021e-02,-1.388563401997089386e-02,2.814931608736515045e-02,-5.198471713811159134e-03,2.713185921311378479e-02,-3.258707746863365173e-02,-2.755361609160900116e-03,4.401950910687446594e-02,4.757257923483848572e-02,3.070554882287979126e-02,-1.182270981371402740e-02,-2.192630432546138763e-02,8.447995036840438843e-02,-6.399337202310562134e-02,-3.341840207576751709e-02,-2.443594112992286682e-02,1.015075445175170898e-01,-3.423127532005310059e-02,-4.029557108879089355e-02,1.407284475862979889e-02,4.701577499508857727e-02,6.976208649575710297e-03,-4.244053736329078674e-03,8.710994571447372437e-02,5.433938279747962952e-02,-5.970921739935874939e-02,5.726394429802894592e-02,-3.345924615859985352e-02,9.504222311079502106e-03,4.851255565881729126e-02,4.385361447930335999e-02,-8.737761527299880981e-02,1.510218065232038498e-02,-7.226198911666870117e-02,-3.143522888422012329e-02,-3.789078071713447571e-02,-4.686633928940864280e-06,-2.580367587506771088e-02,5.162212625145912170e-02,-2.021362818777561188e-02,3.727627173066139221e-02,-1.550324410200119019e-01,-5.010415613651275635e-02,5.572806671261787415e-02,4.770453646779060364e-02,6.915991008281707764e-02,-2.167667448520660400e-02,-4.090992733836174011e-02,-6.931146979331970215e-02,4.347994178533554077e-02,-6.830737739801406860e-02,-6.346011906862258911e-02,-4.529635235667228699e-02,-6.494165211915969849e-02,-5.144142359495162964e-02,-4.048350080847740173e-02,5.204302817583084106e-02,-8.392542600631713867e-02,-6.566664669662714005e-03,3.458663076162338257e-02,9.709740057587623596e-03,-1.131755206733942032e-02,6.894029676914215088e-02,-2.026411145925521851e-02,1.743982918560504913e-02,3.663025796413421631e-02,-4.566616192460060120e-02,1.810702867805957794e-02,-1.904632709920406342e-02,-4.657369852066040039e-02,-4.622570052742958069e-02,-2.172969467937946320e-02,6.680800765752792358e-02,6.253629922866821289e-02,-4.761748760938644409e-02,-5.615837406367063522e-03,-5.439405143260955811e-02,3.419688716530799866e-02,4.023695737123489380e-02,-1.433225255459547043e-02,5.769236944615840912e-03,-3.665718436241149902e-02,5.264224857091903687e-02,8.803262375295162201e-03,1.247669756412506104e-02,3.770885616540908813e-02,3.113296581432223320e-03,-5.534533038735389709e-02,-3.546243160963058472e-02,6.436706334352493286e-02,-1.579474684376691584e-08,6.351542472839355469e-02,-1.059444546699523926e-01,2.735490910708904266e-02,1.312730014324188232e-01,-6.105273962020874023e-02,4.825312644243240356e-02,6.244367361068725586e-02,7.964644581079483032e-02,-2.187279984354972839e-02,8.979598060250282288e-03,6.628260761499404907e-02,6.264347583055496216e-02,4.372535273432731628e-02,1.678632013499736786e-02,-5.475542321801185608e-02,1.414324529469013214e-02,-5.072366446256637573e-02,8.129817992448806763e-02,-6.281569134443998337e-03,-2.332974225282669067e-02,-3.302994370460510254e-02,-2.417339943349361420e-02,8.094950765371322632e-02,9.676651097834110260e-03,1.160614378750324249e-02,-6.187936291098594666e-02,-7.444192469120025635e-02,5.178383737802505493e-02,1.062637474387884140e-02,-9.745454788208007812e-02,6.609170138835906982e-02,1.161784026771783829e-02,-4.573673382401466370e-02,4.839682020246982574e-03,-1.385532412678003311e-02,-4.730082303285598755e-02,8.637347072362899780e-02,2.971266023814678192e-02,-2.296018041670322418e-02,8.826266042888164520e-03,-8.396850526332855225e-02,1.599579490721225739e-02,-1.442072167992591858e-02,1.591642573475837708e-02,-5.775613710284233093e-02,-1.103098411113023758e-02,2.631629630923271179e-02,1.543761696666479111e-03,4.901023954153060913e-02,-1.785881258547306061e-02,-2.208101795986294746e-03,7.387710362672805786e-02,3.915572911500930786e-02,-2.205979079008102417e-03,-5.927494913339614868e-02,-2.341559156775474548e-02,-2.435426786541938782e-02,5.009366944432258606e-02,-8.851297944784164429e-02,-8.302361518144607544e-02,8.941316604614257812e-02,5.050821602344512939e-02,5.153592303395271301e-02,-1.008044406771659851e-01
B09H7Q4B74,1.500316138844937086e-04,1.151584833860397339e-01,-3.257540985941886902e-02,6.027871277183294296e-04,-8.664614707231521606e-02,-5.148670822381973267e-02,7.205364108085632324e-02,-1.281644999980926514e-01,4.929875582456588745e-02,-5.601751804351806641e-02,-6.163164041936397552e-03,-4.261707514524459839e-02,-3.145233914256095886e-02,-1.471458282321691513e-02,2.437387593090534210e-02,-1.153707969933748245e-02,1.036918535828590393e-02,6.100299209356307983e-02,-3.966099396347999573e-02,-3.362802416086196899e-02,-1.258598547428846359e-02,-8.829362690448760986e-02,1.239674165844917297e-02,2.912122569978237152e-02,-1.338178943842649460e-02,3.507190570235252380e-02,-2.823252975940704346e-02,-3.125124052166938782e-02,7.722534984350204468e-02,-5.414403229951858521e-02,-7.227538619190454483e-03,4.056350514292716980e-02,-9.217969328165054321e-02,-3.838385641574859619e-02,-2.423377148807048798e-02,5.731189623475074768e-02,-3.935439977794885635e-03,-3.818912431597709656e-03,1.821162179112434387e-02,-6.114659830927848816e-03,3.208578750491142273e-02,-7.797323167324066162e-02,-2.047012746334075928e-02,-3.165594115853309631e-02,-5.508901551365852356e-02,5.375719442963600159e-02,-1.870848820544779301e-03,2.989322133362293243e-02,-4.434463754296302795e-02,-4.154039919376373291e-02,-1.470338180661201477e-02,1.831879839301109314e-02,-3.030761331319808960e-02,7.932794094085693359e-02,3.853897377848625183e-02,-4.810126870870590210e-02,9.972536005079746246e-03,-3.403831645846366882e-02,-2.228618972003459930e-02,-4.523035511374473572e-02,4.785633832216262817e-02,2.277182601392269135e-02,-5.380654335021972656e-02,6.557149440050125122e-02,-1.240717619657516479e-02,-8.978024125099182129e-02,-3.105485520791262388e-04,2.766173332929611206e-02,4.543562233448028564e-02,-3.906252980232238770e-02,-7.135745137929916382e-02,-3.629419207572937012e-02,5.826542153954505920e-02,3.359483182430267334e-02,-3.427901864051818848e-02,4.084786400198936462e-03,-4.119676351547241211e-02,-1.393698751926422119e-01,-7.261052727699279785e-02,-4.138761386275291443e-02,1.400294248014688492e-02,-9.844633750617504120e-03,7.067049294710159302e-02,1.695082522928714752e-02,2.306828089058399200e-02,2.175333723425865173e-02,-4.548903554677963257e-02,6.286346167325973511e-02,1.963490061461925507e-02,2.926847152411937714e-02,-1.482543163001537323e-02,-8.090664632618427277e-03,-3.507826104760169983e-02,-3.781786933541297913e-02,-3.134034574031829834e-02,4.733742401003837585e-02,-1.034695189446210861e-02,1.132701244205236435e-02,-2.377070672810077667e-02,2.375904619693756104e-01,-3.607543557882308960e-02,5.287267267704010010e-02,-6.270681321620941162e-02,-1.566185988485813141e-02,-1.715322956442832947e-03,-2.114538662135601044e-02,-3.876538202166557312e-02,-6.164009496569633484e-02,2.271512150764465332e-02,2.248539216816425323e-02,-2.375446073710918427e-02,2.244120649993419647e-02,-7.755710184574127197e-02,2.135880663990974426e-02,-2.823389321565628052e-02,1.022508069872856140e-01,-3.352486994117498398e-03,-1.615235023200511932e-02,-4.209695756435394287e-02,3.789906576275825500e-02,8.962482213973999023e-02,-1.167448889464139938e-02,1.734668388962745667e-02,2.625964954495429993e-02,1.314446330070495605e-02,-4.045535996556282043e-02,1.569313742220401764e-02,-4.435816094904213583e-33,8.971239440143108368e-03,-3.459002450108528137e-02,2.600199356675148010e-02,-4.943099990487098694e-02,1.272484809160232544e-01,1.625677756965160370e-02,-3.805001452565193176e-02,-7.812862098217010498e-02,1.453100610524415970e-02,1.447794027626514435e-02,8.613912761211395264e-02,-3.163692774251103401e-03,-1.132654119282960892e-02,9.200633503496646881e-03,4.087486118078231812e-02,-5.679483339190483093e-02,-1.532253995537757874e-02,-2.345723658800125122e-02,3.783051855862140656e-03,-2.040559425950050354e-02,-2.540929615497589111e-02,6.619851291179656982e-02,-1.811835356056690216e-02,3.474008664488792419e-02,-6.929100956767797470e-03,8.992467075586318970e-03,-2.663918957114219666e-02,-1.122713088989257812e-03,2.686414308845996857e-02,2.504851482808589935e-02,2.894250489771366119e-02,-4.390305653214454651e-02,1.974725723266601562e-02,1.308503095060586929e-03,-1.546518132090568542e-02,1.084997225552797318e-02,8.256120979785919189e-02,-6.076631695032119751e-02,-7.395892869681119919e-03,-6.278344988822937012e-02,-1.839636452496051788e-02,-2.701042965054512024e-02,-3.957003727555274963e-02,4.851526021957397461e-02,-1.741723716259002686e-02,4.257938265800476074e-02,4.480459168553352356e-02,-1.041035447269678116e-02,6.605575792491436005e-03,9.636343456804752350e-03,7.602699846029281616e-02,1.198023278266191483e-02,4.975484684109687805e-03,-7.994823902845382690e-02,1.451429910957813263e-03,1.714342087507247925e-02,6.276124715805053711e-02,-1.536385342478752136e-02,8.937690290622413158e-04,-1.275981776416301727e-03,4.458953067660331726e-02,-1.555090397596359253e-02,-4.260615631937980652e-02,7.370119541883468628e-02,-4.357474669814109802e-02,-6.250949203968048096e-02,4.843371920287609100e-03,-4.372271522879600525e-02,1.067654788494110107e-01,-4.196185991168022156e-02,-8.075400441884994507e-02,2.650719508528709412e-02,-3.221726045012474060e-02,5.334943160414695740e-02,-1.181506738066673279e-02,-1.315112318843603134e-02,9.589807689189910889e-02,-1.568464189767837524e-02,-8.747276663780212402e-02,8.364051580429077148e-03,3.028707578778266907e-02,-5.408293101936578751e-03,-3.825464472174644470e-02,9.513559937477111816e-02,1.594295166432857513e-02,1.888615638017654419e-02,-1.171821635216474533e-02,1.139894034713506699e-02,-2.788416296243667603e-02,-3.855206817388534546e-02,1.040543708950281143e-02,2.116130851209163666e-02,1.221767514944076538e-01,-2.688482217490673065e-02,-6.951181590557098389e-02,3.696750470447593814e-33,-1.711091585457324982e-02,-2.428033575415611267e-02,2.023973502218723297e-02,1.145637854933738708e-01,6.229396164417266846e-02,-4.656426236033439636e-02,-6.220749020576477051e-02,-6.524469237774610519e-03,-6.072404794394969940e-03,1.921853423118591309e-02,-6.455302983522415161e-02,-1.423940435051918030e-02,2.488703280687332153e-02,7.747481763362884521e-02,-2.154387766495347023e-03,-7.686477899551391602e-02,1.911501400172710419e-02,7.907575368881225586e-02,5.287902429699897766e-02,4.819970950484275818e-02,2.824456430971622467e-03,9.772799164056777954e-02,-3.635717183351516724e-02,-9.151816368103027344e-02,-7.437761873006820679e-02,5.737546831369400024e-02,-2.024075388908386230e-02,9.697591885924339294e-03,-5.318556353449821472e-02,-2.913319319486618042e-02,9.683151729404926300e-03,-5.653188005089759827e-02,4.388765245676040649e-02,-6.115482002496719360e-02,2.376401610672473907e-02,9.165137261152267456e-02,7.244999706745147705e-02,5.807966366410255432e-02,-5.183312296867370605e-02,-4.866760596632957458e-02,1.979473792016506195e-02,-3.452879562973976135e-02,-9.750403463840484619e-03,9.459779411554336548e-02,-3.201004862785339355e-02,4.718500003218650818e-02,-4.429774358868598938e-02,8.326143026351928711e-02,4.248502478003501892e-02,3.877030452713370323e-03,3.694109909702092409e-04,-1.669389382004737854e-02,-2.016339637339115143e-02,-8.454386144876480103e-02,3.764044120907783508e-02,6.812197156250476837e-03,-7.231118530035018921e-02,-6.692045927047729492e-02,-3.987359628081321716e-02,5.358575284481048584e-02,7.804845273494720459e-02,5.788892880082130432e-02,-1.220292039215564728e-02,7.394010573625564575e-02,4.828092083334922791e-02,1.015133112668991089e-01,-1.854019239544868469e-02,4.137556627392768860e-02,-5.506843701004981995e-02,1.095005646347999573e-01,1.676748943282291293e-04,6.711313128471374512e-02,-1.556200087070465088e-01,7.906262576580047607e-02,9.118019603192806244e-03,3.515139967203140259e-02,-6.107898801565170288e-02,-5.481970682740211487e-02,4.110461845993995667e-02,2.382530830800533295e-02,-1.341137290000915527e-01,-6.015321239829063416e-02,-7.640541344881057739e-02,8.194348774850368500e-03,2.267989097163081169e-03,-8.446942269802093506e-02,1.531713362783193588e-02,6.963106989860534668e-02,-1.169898733496665955e-02,1.182091142982244492e-02,1.507453620433807373e-02,-1.700650900602340698e-02,3.776563704013824463e-02,-1.077076885849237442e-02,1.308226375840604305e-03,-1.111648106899565391e-08,3.055041469633579254e-02,-9.502669423818588257e-02,5.371982231736183167e-02,-3.554694727063179016e-02,7.319329679012298584e-02,-1.443719863891601562e-02,8.808277547359466553e-02,-8.452571928501129150e-02,-2.147678169421851635e-04,3.034553118050098419e-02,-2.050157450139522552e-02,4.276806116104125977e-02,1.017951294779777527e-01,3.556381538510322571e-02,6.501188129186630249e-02,-1.413828134536743164e-02,5.124867707490921021e-02,-1.365545764565467834e-02,-7.206878066062927246e-02,-4.031008481979370117e-02,2.396186441183090210e-02,4.350665211677551270e-02,3.222322463989257812e-02,-8.473033457994461060e-02,2.884320169687271118e-02,4.781993106007575989e-02,-1.724835112690925598e-02,1.135872378945350647e-01,-4.393506795167922974e-03,4.683832079172134399e-02,7.129687815904617310e-02,-1.762968674302101135e-02,3.867842257022857666e-02,2.568721398711204529e-02,-1.160017102956771851e-01,-1.593521051108837128e-02,-8.068047463893890381e-02,-1.818444021046161652e-02,5.256565660238265991e-02,-8.619986474514007568e-02,3.471689298748970032e-02,-7.002928853034973145e-02,8.624589443206787109e-02,6.847912445664405823e-03,-2.143195085227489471e-02,1.023622322827577591e-02,-3.547198325395584106e-02,-6.196881644427776337e-03,-6.355884019285440445e-03,-5.089391022920608521e-02,-8.372869342565536499e-03,-5.347176920622587204e-03,2.072338759899139404e-02,2.418060600757598877e-02,-8.821249939501285553e-03,2.454264834523200989e-02,2.783438004553318024e-02,5.244634300470352173e-02,2.589854970574378967e-02,-7.967651635408401489e-02,1.132164150476455688e-01,1.072083413600921631e-01,1.634872145950794220e-02,-6.696998327970504761e-02
