"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3","0.009, -88.645, 7.507, 1.587, -59.034, -61.787, -57.387, 6.865, 3.07, -73.46, -68.068, -67.303, -72.651, -54.405, -1.295, 24.795, 29.117, 102.385, -1.388, 3.62, 10.693",-3074.70236159549,1,6191.40472319099
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20","0.009, -0.739, 1.067, -0.101, -0.681, -0.191, -0.436, 0.425, 1.382, -0.159, -0.362, 0.471, 0.65, -0.041, 2.111, -0.672, -0.658, -0.495, -0.749, -1.013, -0.802",-3074.70236159549,1,6191.40472319099
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1","0.015, -156.493, 21.646, 12.127, -104.214, -110.494, -105.257, 20.963, 13.541, -129.756, -124.516, -188.214, -129.017, -151.026, -49.318, -43.353, -39.329, 171.239, -10.298, 11.755, 16.725, 12.82",-3073.25859085164,0.08927,6190.51718170328
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1, sd.PC2","0.026, -259.22, 43.339, 28.838, -172.158, -183.881, -176.727, 42.587, 30.141, -214.617, -209.127, -359.849, -213.996, -288.522, -112.844, -132.811, -128.585, 276.278, -23.083, 23.208, 26.215, 30.196, 0.127",-3072.80183204613,0.14949,6191.60366409225
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","0.072, -150.171, 18.081, 10.033, -86.166, -91.27, -85.268, 17.041, 10.855, -112.317, -104.523, -141.658, -112.192, -108.825, -24.71, -61.603, -61.95, 101.587, -6.178, 8.576, 14.016, 8.732, 0.239, 5.578",-3065.08217255232,0.00024,6178.16434510465
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1","0.015, -156.493, 21.646, 12.127, -104.214, -110.494, -105.257, 20.963, 13.541, -129.756, -124.516, -188.214, -129.017, -151.026, -49.318, -43.353, -39.329, 171.239, -10.298, 11.755, 16.725, 0, 12.82",-3073.25859085164,0.23604,6192.51718170328
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.026, -259.22, 43.339, 28.838, -172.158, -183.881, -176.727, 42.587, 30.141, -214.617, -209.127, -359.849, -213.996, -288.522, -112.844, -132.811, -128.585, 276.278, -23.083, 23.208, 26.215, 0, 30.196, 0.127",-3072.80183204613,0.28376,6193.60366409225
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.072, -150.171, 18.081, 10.033, -86.166, -91.27, -85.268, 17.041, 10.855, -112.317, -104.523, -141.658, -112.192, -108.825, -24.71, -61.603, -61.95, 101.587, -6.178, 8.576, 14.016, 0, 8.732, 0.239, 5.578",-3065.08217255232,7e-04,6180.16434510465
