"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3","-0.085, 5.718, 8.446, 12.415, -48.88, 3.988, -53.094, 10.645, 8.587, 13.228, 12.292, 8.577, 0.552, 0.339, -1.052",-2307.89462721666,1,4645.78925443332
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14","-0.085, -0.224, -0.954, -1.024, -0.058, 0.056, 1.066, -1.24, -0.07, -0.408, -0.814, -0.462, -0.797, 0.181, 0.04",-2307.89462721666,1,4645.78925443332
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1","-0.085, 5.718, 8.446, 12.415, -48.88, 3.988, -53.094, 10.645, 8.587, 13.228, 12.292, 8.577, 0.552, 0.338, -1.052, 0",-2307.89461842226,0.99665,4647.78923684452
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2","-0.087, 6.05, 9.234, 13.409, -56.237, 4.494, -60.225, 11.483, 9.069, 14.371, 13.347, 9.78, 0.607, 0.414, -1.19, 0, 0.048",-2307.52834831207,0.69331,4649.05669662414
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","-0.089, 5.897, 8.91, 12.954, -54.172, 4.371, -58.007, 11.094, 8.819, 13.91, 12.912, 9.469, 0.584, 0.396, -1.149, 0.003, 0.047, -0.018",-2307.43509302739,0.82082,4650.87018605479
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1","-0.085, 5.735, 8.449, 12.438, -48.95, 4.002, -53.191, 10.662, 8.606, 13.246, 12.313, 8.609, 0.552, 0.339, -1.054, 0.001, 0.008",-2307.84302671073,0.94971,4649.68605342145
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","-0.087, 6.05, 9.234, 13.409, -56.237, 4.494, -60.225, 11.483, 9.069, 14.371, 13.347, 9.78, 0.607, 0.414, -1.19, 0, 0, 0.048",-2307.52834831207,0.86552,4651.05669662414
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","-0.191, 49.49, 99.846, 120.413, -1109.702, 85.579, -975.428, 104.39, 61.243, 147.68, 135.482, 174.616, 6.224, 12.341, -19.677, -0.353, -0.265, 6.729, 1.879",-2305.14216178597,0.2393,4648.28432357194
