"Model","Covariates","Coefficients","In_Sample_ll","LR_test_P_val","AIC"
"logit(3PCs+FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3","0.009, -129.173, 14.554, 14.066, -105.402, -72.314, -61.33, 13.913, 15.549, -132.517, -115.69, 54.95, -131.708, 51.877, 47.972, 41.962, 45.393, -21.699, 0.221, 6.472, 4.499",-3074.70236159549,1,6191.40472319099
"logit(FEs)","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, dummy18, dummy19, dummy20","0.009, -0.739, 1.067, -0.101, -0.681, -0.191, -0.436, 0.425, 1.382, -0.159, -0.362, 0.471, 0.65, -0.041, 2.111, -0.672, -0.658, -0.495, -0.749, -1.013, -0.802",-3074.70236159549,1,6191.40472319099
"PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1","0, -160.41, 16.656, 15.059, -130.934, -88.455, -74.307, 16.07, 16.635, -164.981, -143.513, 68.906, -164.075, 61.827, 56.633, 54.743, 59.035, -27.813, 0.624, 8.124, 5.781, 1.247",-3074.42570979654,0.45697,6192.85141959308
"PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1, sd.PC2","0.028, 389.487, -37.313, -44.249, 327.541, 233.846, 201.474, -38.079, -42.974, 405.928, 357.905, -140.232, 406.524, -129.202, -134.829, -102.596, -111.93, 54.123, -1.635, -21.301, -12.925, -0.407, -2.456",-3071.48690415495,0.04014,6188.97380830991
"PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.PC1, sd.PC2, sd.PC3","0.052, 1778.377, -174.599, -198.771, 1487.804, 1057.527, 909.888, -175.518, -197.747, 1852.105, 1630.446, -653.186, 1852.439, -602.84, -616.833, -481.118, -524.319, 254.699, -6.842, -95.774, -59.204, -1.167, -8.944, 0.19",-3068.02158728994,0.00392,6184.04317457988
"price, PC1","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1","0, -160.41, 16.656, 15.059, -130.934, -88.455, -74.307, 16.07, 16.635, -164.981, -143.513, 68.906, -164.075, 61.827, 56.633, 54.743, 59.035, -27.813, 0.624, 8.124, 5.781, 0, 1.247",-3074.42570979654,0.75832,6194.85141959308
"price, PC1, PC2","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2","0.02, 1655.266, -162.847, -183.615, 1381.539, 978.697, 840.9, -163.528, -182.192, 1719.002, 1512.343, -605.213, 1719.72, -555.242, -575.314, -445.353, -485.795, 241.656, -6.296, -88.556, -55.331, -0.052, -0.147, -8.087",-3070.38825450931,0.03467,6188.77650901861
"price, PC1, PC2, PC3","price, dummy1, dummy2, dummy3, dummy4, dummy5, dummy6, dummy7, dummy8, dummy9, dummy10, dummy11, dummy12, dummy13, dummy14, dummy15, dummy16, dummy17, PC1, PC2, PC3, sd.price, sd.PC1, sd.PC2, sd.PC3","0.03, 498.008, -47.389, -54.821, 415.775, 296.619, 253.764, -48.131, -53.546, 519.166, 456.888, -182.567, 519.76, -168.828, -167.525, -136.037, -149.101, 64.97, -1.991, -26.608, -16.665, -0.041, 0.278, -2.385, -0.646",-3067.52914049542,0.00627,6185.05828099084
