,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.25463709909552645,-0.10605624869225971,-0.025310934463897306,-0.002647389228865863,-0.025804179287558925,-0.01795096685236377,-0.00019296662524115213,-0.0049726531361566585,-0.09819939073980745,0.009817781631056288,0.011349533196566878,0.05594148278419175,0.005948413933403923,-0.15205194941158998,-0.01141586246263201
2,-0.07896627901503933,0.6271170922544788,-0.04781061850744488,-0.014732129316669515,-0.05267191615538295,-0.02832430273053721,-0.006969885355659488,-0.018217332878435036,-0.13499349766408644,0.0053245251997203315,0.0020579237810082023,0.03317625315956345,0.002573360974772065,-0.18540565092942948,-0.019695623720028723
3,-0.027691681877777586,-0.08035073890189767,-0.18368433010914562,0.007787323583711877,0.03834037359226001,0.026501571173840943,0.006860553001944101,0.0007165376194067384,-0.052473825505285815,0.02821292444825342,0.022830327275241674,0.10148025761581654,0.03005860666369227,-0.08650435864291292,0.007480940805891121
4,-0.002003232253554264,-0.017258347748767444,0.003841937077346702,-0.08978788581309007,0.01008512994575883,0.0026785058871030077,0.008133964128932464,0.0014864587034458699,-0.01284024470330418,0.009582819611876379,0.0043219082902110515,0.021207910892057456,0.010673784504976268,-0.012759695658853204,0.002664122940867266
5,-0.016222344313029703,-0.054528687592604874,0.015983084509708416,0.008643155736307405,-0.32652344199063177,0.04983155887735962,0.007107922928773341,0.004015320728617867,-0.03140436444049365,0.031345716453033315,0.030094589376206918,0.12507339965776068,0.03391914702003,-0.05684174831134742,0.013668553510389175
6,-0.01509972601503545,-0.0382080408284451,0.01632048612918429,0.003331197736886484,0.07189043053052248,-0.3485562334543719,0.003188567704515666,0.003603759955059285,-0.025329739938627537,0.027963615298404524,0.03940980818450878,0.13682381743821612,0.0315276986611067,-0.05211842755085213,0.015333153479283561
7,-0.00037259195452745195,-0.01246933623030823,0.004687715405770408,0.010422012719420157,0.011064509974641224,0.003476386975279863,-0.08761379032084778,0.003956466451166338,-0.007576093994730685,0.008252679111670946,0.00262250580875754,0.01818691212479665,0.008967985976199643,-0.007771121372980222,0.0026399573984275566
8,-0.006169229440623361,-0.032965775357857836,-8.183654122480704e-05,0.0025694593493222743,0.008054165329801823,0.005001593351824916,0.0053634912749377225,-0.055705306706930524,-0.027657295921496634,0.009744848717277104,0.004433426068489831,0.027851253060444007,0.009667825681694456,-0.02909830636930587,0.0014908755201155487
9,-0.06313311167540218,-0.10926523689875912,-0.027784053148104892,-0.007683518842814304,-0.024961919199388418,-0.014125874511335438,-0.002224517602047874,-0.012228268748102507,0.32678541032717384,0.0113972849663487,0.008761645249997967,0.05172392572939928,0.007907051904996718,-0.15571260208377075,-0.010995352540275304
10,0.017811055199663518,-0.004190805390695473,0.05382714444231213,0.03358544171939936,0.13598969290102172,0.08552342699734221,0.022337926402471002,0.0193469210240164,0.011462538937292812,-0.7114030585882507,0.05254948127728904,0.20199695755343608,0.07057600178422413,-0.008276427233157701,0.03630572859455476
11,0.03851700587796373,0.009968514554929636,0.061079413090603586,0.020913319415898367,0.17891594724243529,0.1626922243123203,0.009730621293846182,0.013449314182216433,0.0229629976785911,0.06625262311667021,-0.6479264500328016,0.27008538742930766,0.0763937263224721,0.0044605312503991365,0.047578582661271664
12,0.03529910409829817,0.00426562164644586,0.0629657318755941,0.024182285173626337,0.17321598956500783,0.13399859080280144,0.015953640112189915,0.018069118165530477,0.027983459264099456,0.06419000893290061,0.06802038428238392,-0.6110795169678506,0.07657997680532999,0.013090537703183459,0.045163145830802186
13,0.015409977128409821,-0.009491375860811724,0.054322323726233565,0.03613174460880381,0.1390363127374944,0.08924521483706693,0.022973355350271073,0.019410616038443965,0.012901165087975477,0.06290016151511676,0.052094290128972695,0.21434122889263477,-0.5845884548757513,-0.009208331020274399,0.03657519445907225
14,-0.10992840946645759,-0.16950806062956683,-0.0577586549402614,-0.014136253554910367,-0.07870158878739407,-0.05273480085657305,-0.006548512519784438,-0.018502683142166507,-0.17872640087940858,-0.0013143437896343706,-0.004730902077315782,0.015457630747790316,-0.007665113492167154,0.7306247734628917,-0.029276702562408708
15,-0.020261702581999254,-0.058602599587092644,0.014425720260146343,0.009426959134255201,0.05733838491512719,0.044215562938143264,0.006897485347964685,0.003967604789475637,-0.03867516781046574,0.03222146587997127,0.03184558741625591,0.12522620362701056,0.03410080780863646,-0.0689416278329433,-0.29284712539792324
