,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.0,0.08,0.0,0.0,0.0,0.04,0.12,0.12,0.16,0.0,0.0,0.44,0.04,0.0
2,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.1111111111111111,0.4166666666666667
3,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
4,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.125,0.041666666666666664,0.20833333333333334,0.0,0.125,0.041666666666666664,0.3333333333333333,0.0
5,0.0,0.0,0.08333333333333333,0.020833333333333332,0.0,0.1875,0.0,0.3958333333333333,0.1875,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664
6,0.0,0.022222222222222223,0.0,0.15555555555555556,0.0,0.0,0.0,0.2,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.15555555555555556,0.0
7,0.0,0.22857142857142856,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.02857142857142857,0.2,0.11428571428571428,0.0,0.22857142857142856,0.02857142857142857
8,0.05263157894736842,0.0,0.0,0.2631578947368421,0.0,0.42105263157894735,0.0,0.0,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0
9,0.1016949152542373,0.0847457627118644,0.0,0.03389830508474576,0.1016949152542373,0.1694915254237288,0.0,0.06779661016949153,0.0,0.0,0.0847457627118644,0.13559322033898305,0.1016949152542373,0.11864406779661017
10,0.10344827586206896,0.0,0.0,0.0,0.0,0.06896551724137931,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.24,0.04,0.36,0.04,0.08,0.08,0.04,0.0,0.0,0.08,0.04
12,0.2777777777777778,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555
13,0.05555555555555555,0.0,0.0,0.3888888888888889,0.0,0.16666666666666666,0.0,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0
14,0.0,0.45454545454545453,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
