asin,0,1,2
B098MHBF23,-16.05555,-9.7517605,-9.781346
B09H7Q4B74,-4.712011,13.676427,7.170827
B09T66MSLN,-22.106655,-8.65376,-11.555532
B09TWSRMCB,-4.21984,10.461312,43.454147
B09WQ218GR,-21.020828,-12.990873,-6.0908613
B09WRJJKXC,50.029472,-20.013601,-2.6949058
B0B1XQTZ1R,13.513155,43.977283,-17.242071
B0BCQZP4SX,3.2413552,-10.946023,2.1373794
B0BFFJRB2S,4.1015587,-12.491395,3.2828553
B0BWNW9G8X,-2.7707255,6.732384,-8.68047
