asin,0,1,2
B098MHBF23,-14.931402,-2.3610594,-12.489591
B09H7Q4B74,7.4666505,7.28546,-7.4778905
B09T66MSLN,-13.630814,3.2970428,6.5208693
B09TWSRMCB,2.7135522,-6.3361063,-8.773482
B09WQ218GR,-13.853412,4.062938,6.3774385
B09WRJJKXC,8.9307375,6.873917,1.6306517
B0B1XQTZ1R,7.8524294,-11.304554,-0.44278443
B0BCQZP4SX,7.060671,10.925842,1.4935747
B0BFFJRB2S,6.0721455,2.0960028,4.857998
B0BWNW9G8X,2.3194454,-14.539494,8.303212
