asin,0,1,2
B098MHBF23,-14.267369,-7.3447556,9.432694
B09H7Q4B74,2.3124585,9.114351,0.7206383
B09T66MSLN,0.15472902,0.8612195,9.663415
B09TWSRMCB,4.244987,4.4038877,-6.7403207
B09WQ218GR,-9.912423,12.709145,-0.71599925
B09WRJJKXC,9.509143,2.3477182,1.9820172
B0B1XQTZ1R,-2.1593802,-8.764347,-8.136746
B0BCQZP4SX,7.733652,-9.156374,1.9589052
B0BFFJRB2S,8.156244,-0.94976664,3.8942173
B0BWNW9G8X,-5.7720404,-3.2210734,-12.0588255
