asin,0,1,2
B098MHBF23,-19.079252,10.476601,-9.974162
B09H7Q4B74,8.013872,9.908022,2.2074583
B09T66MSLN,-13.930081,-5.2951784,2.0126784
B09TWSRMCB,6.6114454,-7.2864933,-3.7289639
B09WQ218GR,-14.264532,-4.895225,12.785548
B09WRJJKXC,6.496328,-1.1021475,2.9618137
B0B1XQTZ1R,4.2553763,-5.2266803,-9.460669
B0BCQZP4SX,9.458583,7.1262603,8.267588
B0BFFJRB2S,6.934419,5.2131877,-1.5305996
B0BWNW9G8X,5.5038605,-8.918343,-3.540685
