asin,0,1,2
B098MHBF23,16.987474,1.3346057,-7.6811137
B09H7Q4B74,-9.55886,12.4296875,3.0530682
B09T66MSLN,16.29104,0.9700142,6.6714945
B09TWSRMCB,-3.766346,-6.1242995,-17.223667
B09WQ218GR,14.836125,4.816469,6.0477953
B09WRJJKXC,-9.020044,4.249207,-0.41046375
B0B1XQTZ1R,-8.172909,-16.432533,13.742456
B0BCQZP4SX,-7.6640425,6.95777,1.9146233
B0BFFJRB2S,-10.023395,5.5453067,-1.9999539
B0BWNW9G8X,0.0909791,-13.746223,-4.1142597
