asin,0,1,2
B098MHBF23,-16.15565,-18.888258,-13.47333
B09H7Q4B74,-6.324331,9.677367,21.219925
B09T66MSLN,-22.172836,-16.817177,-13.2121725
B09TWSRMCB,-0.8702663,44.01505,-28.070063
B09WQ218GR,-8.010368,-19.294853,-13.059833
B09WRJJKXC,35.863007,-3.4850261,6.60848
B0B1XQTZ1R,-19.837479,7.3311725,26.390785
B0BCQZP4SX,32.774536,-8.604499,2.0672386
B0BFFJRB2S,18.764582,-2.913417,-3.8091116
B0BWNW9G8X,-14.031207,8.97962,15.338107
