asin,0,1,2
B098MHBF23,-8.601962,-9.17345,-3.5952065
B09H7Q4B74,2.978677,11.457095,7.4375386
B09T66MSLN,-9.84513,-9.073515,-4.1770267
B09TWSRMCB,-9.841101,18.718025,-15.324078
B09WQ218GR,-6.261653,-11.954735,-5.0111985
B09WRJJKXC,15.902627,-3.530279,0.91881156
B0B1XQTZ1R,-3.6892552,-0.8109743,8.477817
B0BCQZP4SX,8.440165,-0.9237321,0.7606966
B0BFFJRB2S,18.991676,0.39358276,-6.697142
B0BWNW9G8X,-8.074039,4.8979726,17.209795
