asin,0,1,2
B098MHBF23,-2.9596565,3.372014,18.666828
B09H7Q4B74,0.045033295,7.777614,4.1410584
B09T66MSLN,-5.396353,3.0325794,9.340891
B09TWSRMCB,-3.1146262,5.6548967,-8.559837
B09WQ218GR,-11.111389,-17.791512,-1.1956221
B09WRJJKXC,9.016131,3.974617,-6.613317
B0B1XQTZ1R,-7.6381173,12.600247,-9.633526
B0BCQZP4SX,14.443329,-7.258552,-1.4044287
B0BFFJRB2S,15.707676,-3.6843884,1.1826252
B0BWNW9G8X,-8.992027,-7.677522,-5.92468
