,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0,0.29411764705882354,0.029411764705882353,0.0,0.0,0.11764705882352941,0.014705882352941176,0.4852941176470588,0.0,0.058823529411764705,0.0,0.0,0.0
2,0.36666666666666664,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.43333333333333335,0.0,0.06666666666666667,0.0,0.0,0.0
3,0.012345679012345678,0.0,0.0,0.08641975308641975,0.08641975308641975,0.024691358024691357,0.32098765432098764,0.0,0.06172839506172839,0.0,0.4074074074074074,0.0,0.0
4,0.0,0.0,0.06382978723404255,0.0,0.48936170212765956,0.0,0.0,0.0,0.3617021276595745,0.0,0.06382978723404255,0.0,0.02127659574468085
5,0.0,0.0,0.019230769230769232,0.4423076923076923,0.0,0.0,0.0,0.0,0.36538461538461536,0.0,0.17307692307692307,0.0,0.0
6,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.125,0.20833333333333334,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0
7,0.015625,0.0,0.53125,0.0,0.015625,0.09375,0.0,0.109375,0.0,0.171875,0.0625,0.0,0.0
8,0.5357142857142857,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.0,0.05952380952380952,0.011904761904761904,0.0,0.0
9,0.0,0.0,0.034482758620689655,0.4482758620689655,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0
10,0.0967741935483871,0.06451612903225806,0.0967741935483871,0.0,0.0,0.25806451612903225,0.22580645161290322,0.22580645161290322,0.0,0.0,0.03225806451612903,0.0,0.0
11,0.075,0.025,0.425,0.075,0.075,0.0,0.2,0.025,0.05,0.05,0.0,0.0,0.0
12,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.9411764705882353
13,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0
